Before erosion ID,Initial X,Initial Y,Initial Z,Norm Initial X,Norm Initial Y,Norm Initial Z,Initial connectivity,Before erosion ID.1,Erosion state,Encoded erosion state,Z location half,Z location 0.22,Z location 0.23,Z location 0.24,Z location 0.25,3 connectivity,1 connectivity,2 Connectivity,4 Connectivity,5 Connectivity,Normalized X,Normalized Y,Normalized Z,Threshold Z
1704,0.179,0.103,0.2540574,0.457,0.177,0.71,0,1704,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.457047229,0.176557864,0.710034171,1
1707,0.227,0.315,0.3058348,0.636,0.963,0.895,0,1707,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.63555225,0.962908012,0.895058359,1
1709,0.146,0.219,0.2644414,0.334,0.607,0.747,3,1709,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.334325028,0.606824926,0.747140924,1
1710,0.104,0.126,0.3020819,0.178,0.262,0.882,0,1710,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.178133135,0.261869436,0.881647541,1
1717,0.281,0.119,0.225369,0.836,0.236,0.608,0,1717,Not eroded,0,1,1,0,0,0,1,1,1,1,1,0.836370398,0.235905045,0.607517476,1
1719,0.185,0.272,0.2770754,0.479,0.803,0.792,0,1719,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.479360357,0.803412463,0.792287949,1
1728,0.213,0.0933,0.2939095,0.583,0.141,0.852,0,1728,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.583488286,0.140578635,0.852443841,1
1731,0.308,0.251,0.2794773,0.937,0.726,0.801,6,1731,Not eroded,0,1,1,1,1,1,0,0,0,0,0,0.936779472,0.725519288,0.80087103,1
1732,0.214,0.146,0.3253733,0.587,0.336,0.965,0,1732,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.58720714,0.336053412,0.964878302,1
1746,0.246,0.257,0.2720686,0.706,0.748,0.774,5,1746,Not eroded,0,1,1,1,1,1,0,0,0,0,1,0.706210487,0.747774481,0.774396377,1
1756,0.168,0.0559,0.2605837,0.416,0.00185,0.733,4,1756,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.416139829,0.001854599,0.733355608,1
1761,0.0916,0.204,0.2948167,0.132,0.551,0.856,0,1761,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.132019338,0.551186944,0.855685679,1
1765,0.108,0.265,0.2616708,0.193,0.777,0.737,0,1765,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.193008553,0.777448071,0.73724031,1
1771,0.0993,0.258,0.3251071,0.161,0.751,0.964,0,1771,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.160654518,0.75148368,0.963927048,1
1774,0.0669,0.249,0.2866133,0.0402,0.718,0.826,0,1774,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.04016363,0.71810089,0.826371202,1
1775,0.0917,0.223,0.2871501,0.132,0.622,0.828,0,1775,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.132391224,0.621661721,0.828289432,1
1778,0.0672,0.0987,0.2506296,0.0413,0.161,0.698,4,1778,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.041279286,0.160608309,0.697785084,1
1786,0.315,0.233,0.2505845,0.963,0.659,0.698,3,1786,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.962811454,0.658753709,0.697623921,1
1790,0.16,0.225,0.245631,0.386,0.629,0.68,4,1790,Not eroded,0,1,1,1,1,0,0,0,0,1,1,0.386388992,0.629080119,0.679922813,1
1791,0.23,0.28,0.2432659,0.647,0.833,0.671,0,1791,Not eroded,0,1,1,1,1,0,1,1,1,1,1,0.646708814,0.833086053,0.671471236,1
1794,0.138,0.234,0.3099183,0.305,0.662,0.91,0,1794,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.304574191,0.662462908,0.909650561,1
1806,0.289,0.274,0.2526614,0.866,0.811,0.705,4,1806,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.866121235,0.810830861,0.705045629,1
1811,0.287,0.267,0.2288028,0.859,0.785,0.62,6,1811,Not eroded,0,1,1,0,0,0,0,0,0,0,0,0.858683525,0.784866469,0.619788005,1
1817,0.0593,0.251,0.2804553,0.0119,0.726,0.804,0,1817,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.011900335,0.725519288,0.804365868,1
1818,0.266,0.129,0.2351584,0.781,0.273,0.642,4,1818,Not eroded,0,1,1,1,0,0,0,0,0,1,1,0.780587579,0.272997033,0.642499453,1
1826,0.0929,0.265,0.3222365,0.137,0.777,0.954,0,1826,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.136853849,0.777448071,0.953669089,1
1829,0.212,0.18,0.2579208,0.58,0.462,0.724,5,1829,Not eroded,0,1,1,1,1,1,0,0,0,0,1,0.579769431,0.462166172,0.723839856,1
1831,0.292,0.221,0.2346809,0.877,0.614,0.641,4,1831,Not eroded,0,1,1,1,0,0,0,0,0,1,1,0.877277798,0.614243323,0.640793128,1
1834,0.324,0.263,0.2385875,0.996,0.77,0.655,6,1834,Not eroded,0,1,1,1,0,0,0,0,0,0,0,0.996281145,0.770029674,0.654753186,1
1835,0.219,0.0932,0.2859207,0.606,0.14,0.824,0,1835,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.605801413,0.140207715,0.823896227,1
1838,0.187,0.122,0.2721963,0.487,0.247,0.775,0,1838,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.486798066,0.247032641,0.774852707,1
1841,0.212,0.28,0.2894358,0.58,0.833,0.836,3,1841,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.579769431,0.833086053,0.836457277,1
1846,0.0621,0.164,0.2498816,0.0223,0.403,0.695,4,1846,Not eroded,0,1,1,1,1,0,0,0,0,1,1,0.022313128,0.402818991,0.695112139,1
1848,0.22,0.0971,0.3243524,0.61,0.155,0.961,0,1848,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.609520268,0.154673591,0.961230162,1
1850,0.116,0.301,0.3155768,0.223,0.911,0.93,0,1850,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.22275939,0.910979228,0.929870954,1
1853,0.104,0.104,0.2870406,0.178,0.18,0.828,0,1853,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.178133135,0.180267062,0.827898139,1
1854,0.21,0.258,0.325005,0.572,0.751,0.964,0,1854,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.572331722,0.75148368,0.963562198,1
1855,0.226,0.149,0.3248805,0.632,0.347,0.963,0,1855,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.631833395,0.347181009,0.963117303,1
1858,0.247,0.252,0.258367,0.71,0.729,0.725,5,1858,Not eroded,0,1,1,1,1,1,0,0,0,0,1,0.709929342,0.729228487,0.725434331,1
1860,0.155,0.161,0.2303887,0.368,0.392,0.625,4,1860,Not eroded,0,1,1,1,0,0,0,0,0,1,1,0.367794719,0.391691395,0.625455146,1
1861,0.0634,0.106,0.2411625,0.0271,0.188,0.664,3,1861,Not eroded,0,1,1,1,1,0,1,0,0,1,1,0.027147639,0.18768546,0.663954832,1
1866,0.0565,0.216,0.2898447,0.00149,0.596,0.838,0,1866,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.001487542,0.595697329,0.837918463,1
1867,0.0806,0.285,0.3155225,0.0911,0.852,0.93,0,1867,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.091111938,0.851632047,0.929676915,1
1869,0.23,0.0951,0.2306308,0.647,0.147,0.626,0,1869,Not eroded,0,1,1,1,0,0,1,1,1,1,1,0.646708814,0.147255193,0.62632028,1
1871,0.317,0.282,0.2573127,0.97,0.841,0.722,4,1871,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.970249163,0.840504451,0.721666838,1
1881,0.0566,0.189,0.2826077,0.00186,0.496,0.812,0,1881,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.001859427,0.495548961,0.812057372,1
1884,0.201,0.178,0.2715391,0.539,0.455,0.773,4,1884,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.53886203,0.454747774,0.772504232,1
1885,0.267,0.11,0.2990596,0.784,0.203,0.871,0,1885,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.784306434,0.202522255,0.870847489,1
1886,0.141,0.25,0.3090264,0.316,0.722,0.906,0,1886,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.315730755,0.721810089,0.906463397,1
1889,0.323,0.141,0.2326829,0.993,0.318,0.634,0,1889,Not eroded,0,1,1,1,0,0,1,1,1,1,1,0.992562291,0.317507418,0.633653366,1
1894,0.0856,0.318,0.2502292,0.11,0.974,0.696,5,1894,Not eroded,0,1,1,1,1,1,0,0,0,0,1,0.10970621,0.974035608,0.696354272,1
1895,0.107,0.324,0.2962847,0.189,0.996,0.861,0,1895,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.189289699,0.996290801,0.86093151,1
1897,0.143,0.0637,0.2440652,0.323,0.0308,0.674,4,1897,Not eroded,0,1,1,1,1,0,0,0,0,1,1,0.323168464,0.03078635,0.674327498,1
1898,0.0854,0.246,0.28919,0.109,0.707,0.836,0,1898,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.10896244,0.706973294,0.835578922,1
1901,0.174,0.184,0.2428583,0.438,0.477,0.67,5,1901,Not eroded,0,1,1,1,1,0,0,0,0,0,1,0.438452956,0.477002967,0.670014696,1
1902,0.178,0.295,0.2476337,0.453,0.889,0.687,0,1902,Not eroded,0,1,1,1,1,0,1,1,1,1,1,0.453328375,0.888724036,0.687079371,1
1903,0.227,0.216,0.2481862,0.636,0.596,0.689,3,1903,Not eroded,0,1,1,1,1,0,1,0,0,1,1,0.63555225,0.595697329,0.689053705,1
1905,0.13,0.0607,0.2450343,0.275,0.0197,0.678,4,1905,Not eroded,0,1,1,1,1,0,0,0,0,1,1,0.274823354,0.019658754,0.677790533,1
1909,0.268,0.226,0.3188949,0.788,0.633,0.942,0,1909,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.788025288,0.632789318,0.941728033,1
1911,0.0747,0.223,0.2465283,0.0692,0.622,0.683,2,1911,Not eroded,0,1,1,1,1,0,1,0,1,1,1,0.069170695,0.621661721,0.683129274,1
1921,0.304,0.206,0.2382403,0.922,0.559,0.654,4,1921,Not eroded,0,1,1,1,0,0,0,0,0,1,1,0.921904054,0.558605341,0.653512483,1
1922,0.272,0.288,0.2618887,0.803,0.863,0.738,4,1922,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.802900707,0.862759644,0.738018966,1
1925,0.189,0.0565,0.3144258,0.494,0.00408,0.926,0,1925,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.494235775,0.004080119,0.925757907,1
1931,0.0984,0.113,0.2902778,0.157,0.214,0.839,0,1931,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.157307549,0.213649852,0.839466126,1
1932,0.194,0.254,0.2334811,0.513,0.737,0.637,2,1932,Not eroded,0,1,1,1,0,0,1,0,1,1,1,0.512830048,0.736646884,0.636505697,1
1934,0.305,0.311,0.2738451,0.926,0.948,0.781,0,1934,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.925622908,0.948071217,0.780744619,1
1936,0.307,0.125,0.2391045,0.933,0.258,0.657,0,1936,Not eroded,0,1,1,1,0,0,1,1,1,1,1,0.933060617,0.258160237,0.656600662,1
1939,0.101,0.324,0.274665,0.167,0.996,0.784,0,1939,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.166976571,0.996290801,0.783674494,1
1941,0.324,0.206,0.3091903,0.996,0.559,0.907,0,1941,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.996281145,0.558605341,0.907049086,1
1944,0.28,0.315,0.236976,0.833,0.963,0.649,2,1944,Not eroded,0,1,1,1,0,0,1,0,1,1,1,0.832651543,0.962908012,0.648994564,1
1945,0.208,0.226,0.2526139,0.565,0.633,0.705,0,1945,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.564894013,0.632789318,0.704875889,1
1946,0.138,0.288,0.2803476,0.305,0.863,0.804,0,1946,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.304574191,0.862759644,0.803981007,1
1947,0.0565,0.0559,0.2997512,0.00149,0.00185,0.873,0,1947,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.001487542,0.001854599,0.873318891,1
1949,0.324,0.0717,0.2829587,0.996,0.0605,0.813,2,1949,Not eroded,0,1,1,1,1,1,1,0,1,1,1,0.996281145,0.060459941,0.813311654,1
1950,0.134,0.0947,0.2983599,0.29,0.146,0.868,0,1950,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.289698773,0.145771513,0.868347143,1
1952,0.316,0.0597,0.2553841,0.967,0.0159,0.715,4,1952,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.966530309,0.015949555,0.714775073,1
1954,0.0568,0.113,0.2373269,0.0026,0.214,0.65,3,1954,Not eroded,0,1,1,1,0,0,1,0,0,1,1,0.002603198,0.213649852,0.650248489,1
1964,0.157,0.0558,0.2396238,0.375,0.00148,0.658,4,1964,Not eroded,0,1,1,1,0,0,0,0,0,1,1,0.375232428,0.00148368,0.658456357,1
1965,0.238,0.0558,0.2421395,0.676,0.00148,0.667,4,1965,Not eroded,0,1,1,1,1,0,0,0,0,1,1,0.67645965,0.00148368,0.667446097,1
1967,0.246,0.122,0.2544779,0.706,0.247,0.712,4,1967,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.706210487,0.247032641,0.711536809,1
1970,0.272,0.286,0.235658,0.803,0.855,0.644,5,1970,Not eroded,0,1,1,1,0,0,0,0,0,0,1,0.802900707,0.855341246,0.644284751,1
1973,0.261,0.184,0.2903749,0.762,0.477,0.84,0,1973,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.761993306,0.477002967,0.839813108,1
1974,0.277,0.276,0.2561816,0.821,0.818,0.718,4,1974,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.82149498,0.818249258,0.717624903,1
1975,0.16,0.155,0.2378968,0.386,0.369,0.652,3,1975,Not eroded,0,1,1,1,0,0,1,0,0,1,1,0.386388992,0.369436202,0.652285001,1
1977,0.162,0.0559,0.2690911,0.394,0.00185,0.764,0,1977,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.393826701,0.001854599,0.763756415,1
1994,0.114,0.324,0.2266619,0.215,0.996,0.612,4,1994,Not eroded,0,1,1,0,0,0,0,0,0,1,1,0.215321681,0.996290801,0.612137596,1
2000,0.124,0.324,0.3105366,0.253,0.996,0.912,0,2000,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.252510227,0.996290801,0.911860028,1
2009,0.0725,0.233,0.2531013,0.061,0.659,0.707,4,2009,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.060989215,0.658753709,0.706617591,1
2011,0.194,0.17,0.2588561,0.513,0.425,0.727,4,2011,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.512830048,0.425074184,0.727182108,1
2012,0.211,0.228,0.2718785,0.576,0.64,0.774,0,2012,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.576050576,0.640207715,0.773717063,1
2014,0.134,0.324,0.2450043,0.29,0.996,0.678,3,2014,ERODED,1,1,1,1,1,0,1,0,0,1,1,0.289698773,0.996290801,0.677683329,1
2015,0.0771,0.275,0.3160569,0.0781,0.815,0.932,0,2015,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.078095946,0.814540059,0.931586569,1
2020,0.285,0.239,0.2948225,0.851,0.681,0.856,4,2020,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.851245816,0.681008902,0.855706405,1
2021,0.24,0.214,0.2587031,0.684,0.588,0.727,4,2021,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.68389736,0.588278932,0.726635369,1
2024,0.295,0.169,0.2508585,0.888,0.421,0.699,4,2024,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.888434362,0.421364985,0.698603047,1
2025,0.114,0.276,0.249111,0.215,0.818,0.692,0,2025,ERODED,1,1,1,1,1,0,1,1,1,1,1,0.215321681,0.818249258,0.692358435,1
2027,0.176,0.223,0.2484626,0.446,0.622,0.69,0,2027,Not eroded,0,1,1,1,1,0,1,1,1,1,1,0.445890666,0.621661721,0.690041407,1
2031,0.324,0.056,0.28252,0.996,0.00223,0.812,0,2031,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.996281145,0.002225519,0.81174398,1
2032,0.121,0.163,0.2291007,0.241,0.399,0.621,0,2032,Not eroded,0,1,1,0,0,0,1,1,1,1,1,0.241353663,0.399109792,0.620852537,1
2036,0.1,0.306,0.307142,0.163,0.93,0.9,0,2036,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.163257717,0.929525223,0.899729579,1
2038,0.0951,0.0782,0.2383405,0.145,0.0846,0.654,3,2038,Not eroded,0,1,1,1,0,0,1,0,0,1,1,0.145035329,0.084569733,0.653870543,1
2041,0.0565,0.196,0.2583625,0.00149,0.522,0.725,0,2041,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.001487542,0.521513353,0.725418251,1
2042,0.229,0.0647,0.2539476,0.643,0.0345,0.71,4,2042,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.642989959,0.034495549,0.709641806,1
2046,0.324,0.127,0.3326133,0.996,0.266,0.991,0,2046,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.996281145,0.265578635,0.990750113,1
2047,0.125,0.166,0.2501861,0.256,0.41,0.696,4,2047,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.256229081,0.410237389,0.696200256,1
2053,0.293,0.261,0.3055877,0.881,0.763,0.894,4,2053,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.880996653,0.762611276,0.894175358,1
2055,0.208,0.224,0.2977871,0.565,0.625,0.866,0,2055,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.564894013,0.62537092,0.866300268,1
2057,0.133,0.0849,0.2719387,0.286,0.109,0.774,0,2057,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.285979918,0.109421365,0.773932185,1
2061,0.111,0.305,0.2994854,0.204,0.926,0.872,0,2061,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.204165117,0.925816024,0.872369066,1
2069,0.295,0.237,0.2280253,0.888,0.674,0.617,4,2069,Not eroded,0,1,1,0,0,0,0,0,0,1,1,0.888434362,0.673590504,0.617009644,1
2071,0.0996,0.135,0.3049264,0.162,0.295,0.892,0,2071,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.161770175,0.295252226,0.891812233,1
2072,0.308,0.28,0.2330827,0.937,0.833,0.635,5,2072,Not eroded,0,1,1,1,0,0,0,0,0,0,1,0.936779472,0.833086053,0.635082033,1
2078,0.221,0.0957,0.3141787,0.613,0.149,0.925,0,2078,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.613239122,0.149480712,0.924874907,1
2080,0.0565,0.148,0.2585284,0.00149,0.343,0.726,0,2080,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.001487542,0.34347181,0.726011087,1
2081,0.308,0.251,0.2963338,0.937,0.726,0.861,0,2081,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.936779472,0.725519288,0.861106967,1
2082,0.135,0.0559,0.2942338,0.293,0.00185,0.854,3,2082,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.293417627,0.001854599,0.853602712,1
2095,0.27,0.123,0.2643554,0.795,0.251,0.747,4,2095,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.795462997,0.25074184,0.746833607,1
2096,0.214,0.324,0.2949366,0.587,0.996,0.856,0,2096,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.58720714,0.996290801,0.856114136,1
2105,0.1,0.253,0.291073,0.163,0.733,0.842,0,2105,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.163257717,0.732937685,0.842307737,1
2110,0.295,0.253,0.2798546,0.888,0.733,0.802,5,2110,Not eroded,0,1,1,1,1,1,0,0,0,0,1,0.888434362,0.732937685,0.802219294,1
2116,0.324,0.324,0.2842966,0.996,0.996,0.818,0,2116,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.996281145,0.996290801,0.818092579,1
2118,0.268,0.32,0.2463792,0.788,0.981,0.683,5,2118,Not eroded,0,1,1,1,1,0,0,0,0,0,1,0.788025288,0.981454006,0.682596472,1
2119,0.132,0.265,0.3093537,0.282,0.777,0.908,0,2119,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.282261064,0.777448071,0.907632988,1
2122,0.324,0.276,0.2485019,0.996,0.818,0.69,3,2122,Not eroded,0,1,1,1,1,0,1,0,0,1,1,0.996281145,0.818249258,0.690181844,1
2123,0.176,0.298,0.238292,0.446,0.9,0.654,4,2123,ERODED,1,1,1,1,0,0,0,0,0,1,1,0.445890666,0.899851632,0.65369723,1
2124,0.198,0.273,0.3061458,0.528,0.807,0.896,0,2124,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.527705467,0.807121662,0.896169703,1
2128,0.0576,0.0652,0.2936804,0.00558,0.0364,0.852,0,2128,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.005578282,0.036350148,0.851625162,1
2130,0.324,0.254,0.2408777,0.996,0.737,0.663,4,2130,Not eroded,0,1,1,1,1,0,0,0,0,1,1,0.996281145,0.736646884,0.662937112,1
2131,0.0758,0.213,0.3206415,0.0733,0.585,0.948,0,2131,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.073261435,0.584569733,0.947969429,1
2136,0.175,0.24,0.2297619,0.442,0.685,0.623,4,2136,Not eroded,0,1,1,0,0,0,0,0,0,1,1,0.442171811,0.684718101,0.623215305,1
2139,0.199,0.322,0.3289468,0.531,0.989,0.978,0,2139,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.531424321,0.988872404,0.977648042,1
2143,0.168,0.202,0.25376,0.416,0.544,0.709,3,2143,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.416139829,0.543768546,0.708971426,1
2144,0.175,0.215,0.2914309,0.442,0.592,0.844,0,2144,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.442171811,0.591988131,0.843586676,1
2156,0.289,0.12,0.310106,0.866,0.24,0.91,0,2156,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.866121235,0.239614243,0.910321298,1
2157,0.0768,0.272,0.3253284,0.077,0.803,0.965,0,2157,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.07698029,0.803412463,0.964717853,1
2158,0.119,0.312,0.3092189,0.234,0.952,0.907,0,2158,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.233915954,0.951780415,0.907151287,1
2159,0.216,0.248,0.3020465,0.595,0.714,0.882,4,2159,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.594644849,0.714391691,0.881521041,1
2160,0.108,0.318,0.2779299,0.193,0.974,0.795,0,2160,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.193008553,0.974035608,0.795341466,1
2161,0.0972,0.204,0.2371341,0.153,0.551,0.65,3,2161,Not eroded,0,1,1,1,0,0,1,0,0,1,1,0.152844924,0.551186944,0.649559527,1
2166,0.286,0.101,0.3054447,0.855,0.169,0.894,0,2166,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.854964671,0.169139466,0.893664354,1
2173,0.325,0.31,0.2450751,1,0.944,0.678,3,2173,Not eroded,0,1,1,1,1,0,1,0,0,1,1,1,0.944362018,0.67793633,1
2174,0.274,0.0559,0.2590796,0.81,0.00185,0.728,3,2174,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.810338416,0.001854599,0.727980775,1
2179,0.175,0.194,0.2832986,0.442,0.514,0.815,0,2179,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.442171811,0.514094955,0.814526272,1
2181,0.211,0.211,0.2338094,0.576,0.577,0.638,4,2181,Not eroded,0,1,1,1,0,0,0,0,0,1,1,0.576050576,0.577151335,0.637678863,1
2182,0.121,0.291,0.3221581,0.241,0.874,0.953,0,2182,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.241353663,0.87388724,0.95338893,1
2185,0.181,0.0798,0.2881258,0.464,0.0905,0.832,0,2185,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.464484939,0.090504451,0.831776052,1
2193,0.103,0.0819,0.2428994,0.174,0.0983,0.67,3,2193,Not eroded,0,1,1,1,1,0,1,0,0,1,1,0.17441428,0.098293769,0.670161565,1
2196,0.206,0.105,0.3296751,0.557,0.184,0.98,0,2196,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.557456303,0.183976261,0.980250589,1
2198,0.254,0.238,0.2304522,0.736,0.677,0.626,4,2198,Not eroded,0,1,1,1,0,0,0,0,0,1,1,0.735961324,0.677299703,0.625682061,1
2199,0.213,0.0874,0.2722503,0.583,0.119,0.775,0,2199,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.583488286,0.118694362,0.775045673,1
2201,0.113,0.0761,0.2528093,0.212,0.0768,0.706,6,2201,Not eroded,0,1,1,1,1,1,0,0,0,0,0,0.211602826,0.076780415,0.705574142,1
2203,0.287,0.0928,0.3206835,0.859,0.139,0.948,0,2203,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.858683525,0.138724036,0.948119514,1
2208,0.301,0.162,0.2404779,0.911,0.395,0.662,3,2208,Not eroded,0,1,1,1,1,0,1,0,0,1,1,0.91074749,0.395400593,0.661508445,1
2209,0.3,0.0565,0.2345383,0.907,0.00408,0.64,4,2209,Not eroded,0,1,1,1,0,0,0,0,0,1,1,0.907028635,0.004080119,0.640283554,1
2212,0.247,0.151,0.3249613,0.71,0.355,0.963,0,2212,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.709929342,0.354599407,0.963406038,1
2215,0.258,0.0932,0.2603662,0.751,0.14,0.733,0,2215,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.750836742,0.140207715,0.732578381,1
2217,0.295,0.257,0.2964857,0.888,0.748,0.862,4,2217,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.888434362,0.747774481,0.861649775,1
2220,0.18,0.266,0.2697881,0.461,0.781,0.766,0,2220,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.460766084,0.78115727,0.766247113,1
2229,0.104,0.0744,0.2361426,0.178,0.0705,0.646,6,2229,Not eroded,0,1,1,1,0,0,0,0,0,0,0,0.178133135,0.070474777,0.646016447,1
2235,0.248,0.186,0.2688086,0.714,0.484,0.763,0,2235,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.713648196,0.484421365,0.762746915,1
2238,0.0833,0.229,0.2523824,0.101,0.644,0.704,0,2238,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.101152845,0.643916914,0.704048635,1
2239,0.283,0.233,0.2870423,0.844,0.659,0.828,0,2239,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.843808107,0.658753709,0.827904214,1
2243,0.0863,0.126,0.3183672,0.112,0.262,0.94,0,2243,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.112309409,0.261869436,0.939842321,1
2244,0.165,0.32,0.2621939,0.405,0.981,0.739,0,2244,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.404983265,0.981454006,0.739109584,1
2246,0.218,0.0805,0.2583609,0.602,0.0931,0.725,4,2246,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.602082559,0.09310089,0.725412533,1
2249,0.191,0.0882,0.2434139,0.502,0.122,0.672,0,2249,Not eroded,0,1,1,1,1,0,1,1,1,1,1,0.501673485,0.121661721,0.672000107,1
2251,0.282,0.277,0.2829269,0.84,0.822,0.813,6,2251,Not eroded,0,1,1,1,1,1,0,0,0,0,0,0.840089253,0.821958457,0.813198019,1
2259,0.325,0.181,0.2315848,1,0.466,0.63,5,2259,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1,0.465875371,0.629729355,1
