Before erosion ID,Initial X,Initial Y,Initial Z,Norm Initial X,Norm Initial Y,Norm Initial Z,Initial connectivity,Before erosion ID.1,Erosion state,Encoded erosion state,Z location half,Z location 0.22,Z location 0.23,Z location 0.24,Z location 0.25,3 connectivity,1 connectivity,2 Connectivity,4 Connectivity,5 Connectivity,Normalized X,Normalized Y,Normalized Z,Threshold Z
5381,0.149,0.0559,0.2681225,0.345,0.00185,0.76,0,5381,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.345481592,0.001854599,0.760295167,1
5383,0.208,0.183,0.3141484,0.565,0.473,0.925,3,5383,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.564894013,0.473293769,0.924766631,1
5385,0.181,0.221,0.2970224,0.464,0.614,0.864,0,5385,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.464484939,0.614243323,0.863567648,1
5390,0.276,0.23,0.3017305,0.818,0.648,0.88,0,5390,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.817776125,0.647626113,0.880391829,1
5393,0.238,0.253,0.2594036,0.676,0.733,0.729,4,5393,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.67645965,0.732937685,0.729138574,1
5395,0.124,0.307,0.3192691,0.253,0.933,0.943,0,5395,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.252510227,0.933234421,0.94306522,1
5399,0.0645,0.239,0.25348,0.0312,0.681,0.708,0,5399,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.031238379,0.681008902,0.707970858,1
5401,0.0661,0.109,0.2504294,0.0372,0.199,0.697,3,5401,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.037188546,0.198813056,0.697069678,1
5412,0.324,0.133,0.2840844,0.996,0.288,0.817,4,5412,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.996281145,0.287833828,0.817334292,1
5429,0.0565,0.245,0.2521247,0.00149,0.703,0.703,0,5429,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.001487542,0.703264095,0.703127755,1
5430,0.257,0.256,0.2987519,0.747,0.744,0.87,4,5430,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.747117888,0.744065282,0.869747937,1
5432,0.0565,0.0984,0.2796546,0.00149,0.159,0.802,3,5432,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.001487542,0.159495549,0.801504603,1
5433,0.253,0.092,0.2843792,0.732,0.136,0.818,4,5433,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.732242469,0.135756677,0.818387747,1
5434,0.221,0.087,0.29415,0.613,0.117,0.853,0,5434,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.613239122,0.117210682,0.853303257,1
5438,0.15,0.259,0.2922836,0.349,0.755,0.847,0,5438,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.349200446,0.755192878,0.846633761,1
5444,0.265,0.0882,0.2279828,0.777,0.122,0.617,0,5444,Not eroded,0,1,1,0,0,0,1,1,1,1,1,0.776868724,0.121661721,0.616857772,1
5451,0.318,0.156,0.2581739,0.974,0.373,0.725,7,5451,Not eroded,0,1,1,1,1,1,0,0,0,0,0,0.973968018,0.373145401,0.724744297,1
5454,0.252,0.254,0.2876398,0.729,0.737,0.83,5,5454,Not eroded,0,1,1,1,1,1,0,0,0,0,1,0.728523615,0.736646884,0.830039353,1
5464,0.0813,0.169,0.3298762,0.0937,0.421,0.981,0,5464,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.093715136,0.421364985,0.98096921,1
5466,0.316,0.194,0.254874,0.967,0.514,0.713,4,5466,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.966530309,0.514094955,0.712952254,1
5473,0.24,0.101,0.2318654,0.684,0.169,0.631,3,5473,Not eroded,0,1,1,1,0,0,1,0,0,1,1,0.68389736,0.169139466,0.630732067,1
5474,0.324,0.226,0.3024804,0.996,0.633,0.883,0,5474,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.996281145,0.632789318,0.883071563,1
5479,0.127,0.189,0.2948128,0.264,0.496,0.856,0,5479,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.263666791,0.495548961,0.855671742,1
5482,0.182,0.134,0.2911588,0.468,0.292,0.843,0,5482,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.468203793,0.291543027,0.842614339,1
5493,0.324,0.157,0.265776,0.996,0.377,0.752,3,5493,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.996281145,0.376854599,0.751910056,1
5494,0.109,0.263,0.3246981,0.197,0.77,0.962,0,5494,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.196727408,0.770029674,0.962465505,1
5495,0.145,0.324,0.2831344,0.331,0.996,0.814,0,5495,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.330606173,0.996290801,0.81393951,1
5501,0.136,0.136,0.3320939,0.297,0.299,0.989,0,5501,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.297136482,0.298961424,0.98889406,1
5505,0.082,0.249,0.280231,0.0963,0.718,0.804,0,5505,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.096318334,0.71810089,0.803564342,1
5509,0.217,0.158,0.2367021,0.598,0.381,0.648,0,5509,Not eroded,0,1,1,1,0,0,1,1,1,1,1,0.598363704,0.380563798,0.648015795,1
5510,0.197,0.173,0.2787931,0.524,0.436,0.798,5,5510,Not eroded,0,1,1,1,1,1,0,0,0,0,1,0.523986612,0.43620178,0.798426072,1
5512,0.188,0.147,0.2812019,0.491,0.34,0.807,0,5512,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.490516921,0.339762611,0.807033809,1
5515,0.194,0.158,0.2364754,0.513,0.381,0.647,3,5515,Not eroded,0,1,1,1,0,0,1,0,0,1,1,0.512830048,0.380563798,0.647205693,1
5518,0.182,0.252,0.2735383,0.468,0.729,0.78,0,5518,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.468203793,0.729228487,0.779648283,1
5519,0.318,0.307,0.2761541,0.974,0.933,0.789,0,5519,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.973968018,0.933234421,0.788995725,1
5522,0.324,0.236,0.2884026,0.996,0.67,0.833,3,5522,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.996281145,0.669881306,0.832765184,1
5523,0.314,0.315,0.2274242,0.959,0.963,0.615,0,5523,Not eroded,0,1,1,0,0,0,1,1,1,1,1,0.959092599,0.962908012,0.61486164,1
5524,0.0646,0.292,0.2972049,0.0316,0.878,0.864,3,5524,ERODED,1,1,1,1,1,1,1,0,0,1,1,0.031610264,0.877596439,0.864219803,1
5526,0.0929,0.178,0.3153712,0.137,0.455,0.929,0,5526,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.136853849,0.454747774,0.929136251,1
5534,0.289,0.225,0.2877873,0.866,0.629,0.831,0,5534,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.866121235,0.629080119,0.830566437,1
5537,0.29,0.0729,0.2299408,0.87,0.0649,0.624,3,5537,Not eroded,0,1,1,0,0,0,1,0,0,1,1,0.869840089,0.064910979,0.623854596,1
5542,0.324,0.296,0.2933537,0.996,0.892,0.85,0,5542,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.996281145,0.892433234,0.850457715,1
5552,0.315,0.314,0.2693535,0.963,0.959,0.765,0,5552,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.962811454,0.959198813,0.76469409,1
5554,0.298,0.0559,0.2876859,0.9,0.00185,0.83,4,5554,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.899590926,0.001854599,0.830204089,1
5556,0.306,0.29,0.232455,0.929,0.87,0.633,5,5556,Not eroded,0,1,1,1,0,0,0,0,0,0,1,0.929341763,0.870178042,0.632838976,1
5557,0.204,0.294,0.3225259,0.55,0.885,0.955,0,5557,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.550018594,0.885014837,0.954703247,1
5558,0.258,0.0584,0.2485003,0.751,0.0111,0.69,4,5558,Not eroded,0,1,1,1,1,0,0,0,0,1,1,0.750836742,0.011127596,0.690176127,1
5559,0.324,0.24,0.2796469,0.996,0.685,0.801,4,5559,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.996281145,0.684718101,0.801477087,1
5560,0.114,0.056,0.2658955,0.215,0.00223,0.752,0,5560,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.215321681,0.002225519,0.752337084,1
5561,0.0883,0.211,0.3058592,0.12,0.577,0.895,0,5561,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.119747118,0.577151335,0.895145551,1
5562,0.22,0.151,0.3120617,0.61,0.355,0.917,0,5562,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.609520268,0.354599407,0.917309903,1
5563,0.324,0.0561,0.2493919,0.996,0.0026,0.693,0,5563,Not eroded,0,1,1,1,1,0,1,1,1,1,1,0.996281145,0.002596439,0.693362219,1
5564,0.226,0.274,0.2534735,0.632,0.811,0.708,0,5564,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.631833395,0.810830861,0.707947631,1
5568,0.325,0.223,0.2532227,1,0.622,0.707,4,5568,Not eroded,0,1,1,1,1,1,0,0,0,1,1,1,0.621661721,0.707051409,1
5569,0.0565,0.231,0.2791665,0.00149,0.651,0.8,0,5569,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.001487542,0.651335312,0.7997604,1
5574,0.21,0.204,0.253343,0.572,0.551,0.707,4,5574,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.572331722,0.551186944,0.707481295,1
5576,0.066,0.162,0.2329414,0.0368,0.395,0.635,0,5576,Not eroded,0,1,1,1,0,0,1,1,1,1,1,0.03681666,0.395400593,0.634577104,1
5578,0.324,0.0904,0.2690139,0.996,0.13,0.763,3,5578,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.996281145,0.129821958,0.763480545,1
5587,0.254,0.0597,0.2303774,0.736,0.0159,0.625,6,5587,Not eroded,0,1,1,1,0,0,0,0,0,0,0,0.735961324,0.015949555,0.625414766,1
5596,0.197,0.089,0.2830619,0.524,0.125,0.814,2,5596,Not eroded,0,1,1,1,1,1,1,0,1,1,1,0.523986612,0.12462908,0.813680435,1
5597,0.259,0.112,0.280658,0.755,0.21,0.805,0,5597,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.754555597,0.209940653,0.805090207,1
5599,0.184,0.0559,0.24944,0.476,0.00185,0.694,4,5599,Not eroded,0,1,1,1,1,0,0,0,0,1,1,0.475641502,0.001854599,0.693534102,1
5603,0.306,0.165,0.2954916,0.929,0.407,0.858,2,5603,Not eroded,0,1,1,1,1,1,1,0,1,1,1,0.929341763,0.40652819,0.858097403,1
5618,0.108,0.301,0.2697895,0.193,0.911,0.766,0,5618,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.193008553,0.910979228,0.766252116,1
5629,0.0869,0.273,0.3235191,0.115,0.807,0.958,0,5629,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.114540721,0.807121662,0.958252402,1
5631,0.325,0.258,0.2829687,1,0.751,0.813,4,5631,Not eroded,0,1,1,1,1,1,0,0,0,1,1,1,0.75148368,0.813347389,1
5639,0.228,0.0562,0.315139,0.639,0.00297,0.928,0,5639,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.639271104,0.002967359,0.928306495,1
5641,0.135,0.148,0.2743342,0.293,0.343,0.782,4,5641,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.293417627,0.34347181,0.782492395,1
5644,0.263,0.256,0.2909604,0.769,0.744,0.842,3,5644,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.769431015,0.744065282,0.841905366,1
5645,0.17,0.235,0.2414649,0.424,0.666,0.665,0,5645,Not eroded,0,1,1,1,1,0,1,1,1,1,1,0.423577538,0.666172107,0.665035444,1
5647,0.0573,0.278,0.2920262,0.00446,0.826,0.846,0,5647,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.004462626,0.825667656,0.845713954,1
5648,0.123,0.21,0.2346404,0.249,0.573,0.641,4,5648,Not eroded,0,1,1,1,0,0,0,0,0,1,1,0.248791372,0.573442136,0.640648403,1
5649,0.15,0.0926,0.2603036,0.349,0.138,0.732,3,5649,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.349200446,0.137982196,0.732354683,1
5652,0.315,0.119,0.2347657,0.963,0.236,0.641,0,5652,Not eroded,0,1,1,1,0,0,1,1,1,1,1,0.962811454,0.235905045,0.641096157,1
5653,0.242,0.223,0.2330531,0.691,0.622,0.635,2,5653,Not eroded,0,1,1,1,0,0,1,0,1,1,1,0.691335069,0.621661721,0.634976259,1
5655,0.147,0.129,0.2274483,0.338,0.273,0.615,4,5655,Not eroded,0,1,1,0,0,0,0,0,0,1,1,0.338043882,0.272997033,0.614947761,1
5656,0.309,0.206,0.2537104,0.94,0.559,0.709,5,5656,Not eroded,0,1,1,1,1,1,0,0,0,0,1,0.940498327,0.558605341,0.708794182,1
5660,0.183,0.212,0.3011451,0.472,0.581,0.878,0,5660,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.471922648,0.580860534,0.878299929,1
5664,0.282,0.301,0.2358993,0.84,0.911,0.645,4,5664,Not eroded,0,1,1,1,0,0,0,0,0,1,1,0.840089253,0.910979228,0.645147025,1
5670,0.116,0.294,0.2884182,0.223,0.885,0.833,0,5670,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.22275939,0.885014837,0.83282093,1
5672,0.0874,0.167,0.2306995,0.116,0.414,0.627,0,5672,Not eroded,0,1,1,1,0,0,1,1,1,1,1,0.116400149,0.413946588,0.626565776,1
5674,0.248,0.205,0.2366616,0.714,0.555,0.648,0,5674,Not eroded,0,1,1,1,0,0,1,1,1,1,1,0.713648196,0.554896142,0.64787107,1
5678,0.123,0.251,0.2486405,0.249,0.726,0.691,0,5678,ERODED,1,1,1,1,1,0,1,1,1,1,1,0.248791372,0.725519288,0.690677125,1
5680,0.0711,0.202,0.3256522,0.0558,0.544,0.966,0,5680,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.055782819,0.543768546,0.965874938,1
5683,0.108,0.183,0.289882,0.193,0.473,0.838,0,5683,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.193008553,0.473293769,0.838051753,1
5686,0.0924,0.159,0.2926665,0.135,0.384,0.848,0,5686,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.134994422,0.384272997,0.848002037,1
5689,0.109,0.12,0.2407957,0.197,0.24,0.663,4,5689,Not eroded,0,1,1,1,1,0,0,0,0,1,1,0.196727408,0.239614243,0.662644088,1
5695,0.192,0.184,0.323521,0.505,0.477,0.958,0,5695,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.505392339,0.477002967,0.958259192,1
5698,0.131,0.247,0.2617364,0.279,0.711,0.737,0,5698,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.278542209,0.710682493,0.737474729,1
5700,0.19,0.058,0.3008919,0.498,0.00964,0.877,0,5700,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.49795463,0.009643917,0.87739513,1
5701,0.218,0.191,0.2348738,0.602,0.503,0.641,4,5701,Not eroded,0,1,1,1,0,0,0,0,0,1,1,0.602082559,0.502967359,0.641482448,1
5705,0.177,0.0575,0.2561003,0.45,0.00779,0.717,5,5705,Not eroded,0,1,1,1,1,1,0,0,0,0,1,0.44960952,0.007789318,0.717334382,1
5706,0.0868,0.23,0.2817035,0.114,0.648,0.809,0,5706,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.114168836,0.647626113,0.808826254,1
5712,0.289,0.221,0.2564896,0.866,0.614,0.719,3,5712,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.866121235,0.614243323,0.718725527,1
5718,0.0921,0.152,0.2849275,0.134,0.358,0.82,0,5718,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.133878765,0.358308605,0.820347072,1
5720,0.325,0.293,0.2349828,1,0.881,0.642,5,5720,Not eroded,0,1,1,1,0,0,0,0,0,0,1,1,0.881305638,0.641871954,1
5724,0.258,0.247,0.2946734,0.751,0.711,0.855,0,5724,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.750836742,0.710682493,0.855173603,1
5727,0.209,0.252,0.2559216,0.569,0.729,0.717,4,5727,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.568612867,0.729228487,0.716695805,1
5730,0.28,0.247,0.2977833,0.833,0.711,0.866,0,5730,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.832651543,0.710682493,0.866286689,1
5736,0.189,0.0989,0.3234921,0.494,0.161,0.958,0,5736,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.494235775,0.161350148,0.958155919,1
5738,0.146,0.318,0.2283314,0.334,0.974,0.618,4,5738,ERODED,1,1,1,0,0,0,0,0,0,1,1,0.334325028,0.974035608,0.618103478,1
5740,0.318,0.305,0.3249362,0.974,0.926,0.963,0,5740,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.973968018,0.925816024,0.963316345,1
5741,0.144,0.318,0.265695,0.327,0.974,0.752,0,5741,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.326887319,0.974035608,0.751620606,1
5744,0.0901,0.286,0.2719396,0.126,0.855,0.774,0,5744,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.126441056,0.855341246,0.773935401,1
5746,0.315,0.271,0.2539974,0.963,0.8,0.71,4,5746,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.962811454,0.799703264,0.709819764,1
5747,0.232,0.247,0.2972452,0.654,0.711,0.864,3,5747,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.654146523,0.710682493,0.864363813,1
5757,0.0779,0.164,0.284518,0.0811,0.403,0.819,0,5757,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.08107103,0.402818991,0.818883742,1
5760,0.252,0.13,0.261091,0.729,0.277,0.735,3,5760,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.728523615,0.276706231,0.735168421,1
5765,0.0571,0.218,0.3238871,0.00372,0.603,0.96,0,5765,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.003718855,0.603115727,0.959567433,1
5770,0.249,0.116,0.2472515,0.717,0.225,0.686,5,5770,Not eroded,0,1,1,1,1,0,0,0,0,0,1,0.717367051,0.224777448,0.685713597,1
5774,0.236,0.152,0.2962544,0.669,0.358,0.861,0,5774,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.669021941,0.358308605,0.860823235,1
5777,0.197,0.136,0.2784677,0.524,0.299,0.797,0,5777,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.523986612,0.298961424,0.79726327,1
5778,0.173,0.27,0.2942227,0.435,0.796,0.854,0,5778,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.434734102,0.795994065,0.853563047,1
5784,0.283,0.245,0.2871547,0.844,0.703,0.828,5,5784,Not eroded,0,1,1,1,1,1,0,0,0,0,1,0.843808107,0.703264095,0.82830587,1
5787,0.291,0.164,0.2613279,0.874,0.403,0.736,4,5787,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.873558944,0.402818991,0.736014973,1
5790,0.324,0.271,0.2262501,0.996,0.8,0.611,0,5790,Not eroded,0,1,1,0,0,0,1,1,1,1,1,0.996281145,0.799703264,0.610666047,1
5795,0.279,0.324,0.2976076,0.829,0.996,0.866,0,5795,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.828932689,0.996290801,0.865658833,1
5797,0.186,0.237,0.3242534,0.483,0.674,0.961,0,5797,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.483079212,0.673590504,0.96087639,1
5802,0.116,0.117,0.2338318,0.223,0.228,0.638,5,5802,Not eroded,0,1,1,1,0,0,0,0,0,0,1,0.22275939,0.228486647,0.637758908,1
5806,0.172,0.231,0.2318797,0.431,0.651,0.631,4,5806,Not eroded,0,1,1,1,0,0,0,0,0,1,1,0.431015247,0.651335312,0.630783167,1
5808,0.0565,0.0729,0.287416,0.00149,0.0649,0.829,0,5808,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.001487542,0.064910979,0.829239614,1
5811,0.279,0.0559,0.2819084,0.829,0.00185,0.81,3,5811,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.828932689,0.001854599,0.809558455,1
5813,0.272,0.214,0.3248855,0.803,0.588,0.963,0,5813,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.802900707,0.588278932,0.96313517,1
5817,0.12,0.324,0.3298271,0.238,0.996,0.981,0,5817,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.237634808,0.996290801,0.980793754,1
5824,0.064,0.285,0.3039498,0.0294,0.852,0.888,3,5824,ERODED,1,1,1,1,1,1,1,0,0,1,1,0.029378951,0.851632047,0.888322397,1
5825,0.0942,0.154,0.2599405,0.142,0.366,0.731,3,5825,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.14168836,0.365727003,0.731057162,1
5838,0.168,0.0941,0.292936,0.416,0.144,0.849,0,5838,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.416139829,0.143545994,0.848965083,1
5841,0.216,0.174,0.2396552,0.595,0.44,0.659,4,5841,Not eroded,0,1,1,1,0,0,0,0,0,1,1,0.594644849,0.439910979,0.658568563,1
5845,0.296,0.102,0.3226521,0.892,0.173,0.955,0,5845,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.892153217,0.172848665,0.955154217,1
5851,0.127,0.177,0.3120029,0.264,0.451,0.917,0,5851,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.263666791,0.451038576,0.917099784,1
5853,0.191,0.194,0.2982382,0.502,0.514,0.868,0,5853,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.501673485,0.514094955,0.867912254,1
5857,0.324,0.056,0.2314296,0.996,0.00223,0.629,0,5857,Not eroded,0,1,1,1,0,0,1,1,1,1,1,0.996281145,0.002225519,0.629174755,1
5858,0.189,0.295,0.2436903,0.494,0.889,0.673,0,5858,Not eroded,0,1,1,1,1,0,1,1,1,1,1,0.494235775,0.888724036,0.67298781,1
5860,0.111,0.248,0.225762,0.204,0.714,0.609,4,5860,Not eroded,0,1,1,0,0,0,0,0,0,1,1,0.204165117,0.714391691,0.608921844,1
5866,0.313,0.272,0.2377118,0.955,0.803,0.652,4,5866,Not eroded,0,1,1,1,0,0,0,0,0,1,1,0.955373745,0.803412463,0.651623912,1
5876,0.0565,0.183,0.2334045,0.00149,0.473,0.636,3,5876,Not eroded,0,1,1,1,0,0,1,0,0,1,1,0.001487542,0.473293769,0.636231971,1
5879,0.165,0.319,0.3221858,0.405,0.978,0.953,0,5879,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.404983265,0.977744807,0.953487915,1
5881,0.0566,0.246,0.288827,0.00186,0.707,0.834,0,5881,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.001859427,0.706973294,0.834281758,1
5883,0.105,0.273,0.2793024,0.182,0.807,0.8,0,5883,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.18185199,0.807121662,0.800246032,1
5888,0.265,0.135,0.2429833,0.777,0.295,0.67,4,5888,Not eroded,0,1,1,1,1,0,0,0,0,1,1,0.776868724,0.295252226,0.670461378,1
5889,0.167,0.134,0.2813369,0.412,0.292,0.808,0,5889,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.412420974,0.291543027,0.807516226,1
5891,0.285,0.111,0.3055685,0.851,0.206,0.894,0,5891,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.851245816,0.206231454,0.894106748,1
5893,0.0936,0.271,0.2848646,0.139,0.8,0.82,0,5893,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.139457047,0.799703264,0.820122301,1
5897,0.243,0.158,0.3044692,0.695,0.381,0.89,0,5897,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.695053923,0.380563798,0.890178449,1
5904,0.157,0.236,0.2914633,0.375,0.67,0.844,0,5904,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.375232428,0.669881306,0.843702456,1
5911,0.299,0.247,0.2951352,0.903,0.711,0.857,0,5911,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0.903309781,0.710682493,0.856823824,1
5916,0.128,0.0913,0.2888885,0.267,0.133,0.835,0,5916,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.267385645,0.133160237,0.834501525,1
5918,0.184,0.0994,0.230986,0.476,0.163,0.628,0,5918,Not eroded,0,1,1,1,0,0,1,1,1,1,1,0.475641502,0.163204748,0.627589571,1
5919,0.301,0.177,0.2380645,0.911,0.451,0.653,5,5919,Not eroded,0,1,1,1,0,0,0,0,0,0,1,0.91074749,0.451038576,0.652884269,1
5920,0.259,0.0563,0.2830097,0.755,0.00334,0.813,4,5920,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.754555597,0.003338279,0.813493901,1
5922,0.0698,0.0888,0.2372253,0.0509,0.124,0.65,6,5922,Not eroded,0,1,1,1,0,0,0,0,0,0,0,0.050948308,0.12388724,0.649885426,1
5923,0.104,0.0579,0.2669397,0.178,0.00927,0.756,3,5923,Not eroded,0,1,1,1,1,1,1,0,0,1,1,0.178133135,0.009272997,0.756068485,1
5925,0.0567,0.26,0.3170943,0.00223,0.759,0.935,0,5925,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.002231313,0.758902077,0.935293671,1
5926,0.169,0.153,0.2556847,0.42,0.362,0.716,4,5926,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.419858684,0.362017804,0.715849254,1
5927,0.179,0.205,0.3072955,0.457,0.555,0.9,0,5927,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.457047229,0.554896142,0.900278104,1
5928,0.31,0.131,0.2913524,0.944,0.28,0.843,4,5928,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.944217181,0.28041543,0.84330616,1
5933,0.225,0.243,0.3034892,0.628,0.696,0.887,4,5933,Not eroded,0,1,1,1,1,1,0,0,0,1,1,0.628114541,0.695845697,0.886676464,1
5935,0.157,0.324,0.3172783,0.375,0.996,0.936,0,5935,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.375232428,0.996290801,0.935951187,1
5941,0.0946,0.134,0.2587294,0.143,0.292,0.727,2,5941,Not eroded,0,1,1,1,1,1,1,0,1,1,1,0.143175902,0.291543027,0.726729351,1
5942,0.184,0.182,0.2950732,0.476,0.47,0.857,5,5942,Not eroded,0,1,1,1,1,1,0,0,0,0,1,0.475641502,0.46958457,0.85660227,1
5946,0.116,0.26,0.2399689,0.223,0.759,0.66,0,5946,ERODED,1,1,1,1,0,0,1,1,1,1,1,0.22275939,0.758902077,0.659689556,1
5947,0.125,0.324,0.2790959,0.256,0.996,0.8,0,5947,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.256229081,0.996290801,0.799508114,1
5948,0.136,0.315,0.2261773,0.297,0.963,0.61,5,5948,Not eroded,0,1,1,0,0,0,0,0,0,0,1,0.297136482,0.962908012,0.6104059,1
5950,0.178,0.232,0.246589,0.453,0.655,0.683,4,5950,Not eroded,0,1,1,1,1,0,0,0,0,1,1,0.453328375,0.65504451,0.683346183,1
5951,0.279,0.225,0.325128,0.829,0.629,0.964,0,5951,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.828932689,0.629080119,0.964001733,1
5957,0.151,0.269,0.2954867,0.353,0.792,0.858,0,5957,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.352919301,0.792284866,0.858079894,1
5958,0.097,0.123,0.2960679,0.152,0.251,0.86,0,5958,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.152101153,0.25074184,0.860156785,1
5960,0.223,0.324,0.3166745,0.621,0.996,0.934,0,5960,ERODED,1,1,1,1,1,1,1,1,1,1,1,0.620676832,0.996290801,0.933793535,1
