Before erosion ID,Initial X,Initial Y,Initial Z,Norm Initial X,Norm Initial Y,Norm Initial Z,Initial connectivity,Before erosion ID.1,Erosion state,Encoded erosion state,Z location Half,Norm Z location 0.5714,Norm Z location 0.60714,Norm Z location 0.6429,Norm Z location 0.6786,Norm Z location 0.7143,Z location 0.22,Z location 0.23,Z location 0.24,Z location 0.25,3 connectivity,1 connectivity,2 connectivity,4 connectivity,5 connectivity,Normalized X,Normalized Y,Normalized Z,Threshold Z
6001,0.222,0.112,0.282,0.62,0.208,0.807,4,6001,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.620253164556962,0.20847268673355632,0.807349268640742,1
6004,0.298,0.166,0.304,0.903,0.409,0.886,0,6004,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9032017870439314,0.40914158305462656,0.8858366036389582,1
6006,0.141,0.25,0.314,0.319,0.721,0.922,0,6006,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.31868950111690236,0.7212931995540691,0.9215126650017837,1
6018,0.272,0.103,0.259,0.806,0.175,0.725,6,6018,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.806403574087863,0.17502787068004458,0.7252943275062433,1
6023,0.164,0.323,0.303,0.404,0.993,0.882,0,6023,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4043186895011169,0.9925678186547752,0.8822689975026757,1
6024,0.226,0.221,0.239,0.635,0.614,0.654,4,6024,Not eroded,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0.6351451973194341,0.6135265700483091,0.6539422047805922,1
6028,0.191,0.309,0.217,0.505,0.941,0.575,4,6028,Not eroded,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5048399106478034,0.9405425492382014,0.575454869782376,1
6029,0.133,0.113,0.271,0.289,0.212,0.768,0,6029,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2889054355919583,0.21218877740616873,0.7681056011416341,1
6037,0.282,0.0911,0.251,0.844,0.131,0.697,0,6037,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.843633655994043,0.1308063916759569,0.6967534784159829,1
6039,0.25,0.236,0.284,0.724,0.669,0.814,3,6039,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.7244973938942665,0.6692679301374953,0.814484480913307,1
6040,0.324,0.069,0.247,1.0,0.0487,0.682,0,6040,Not eroded,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1.0,0.04868078781122262,0.6824830538708526,1
6041,0.281,0.276,0.258,0.84,0.818,0.722,0,6041,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8399106478034253,0.8179115570419919,0.7217267213699609,1
6044,0.272,0.127,0.255,0.806,0.264,0.711,4,6044,Not eroded,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0.806403574087863,0.26421404682274247,0.7110239029611132,1
6053,0.0975,0.061,0.298,0.157,0.019,0.864,4,6053,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.15673864482501862,0.0189520624303233,0.8644309668212629,1
6056,0.147,0.0803,0.304,0.341,0.0907,0.886,2,6056,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.34102755026061055,0.09067261241174283,0.8858366036389582,1
6057,0.0562,0.152,0.246,0.00298,0.357,0.679,5,6057,Not eroded,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0.0029784065524944233,0.35711631363805274,0.6789154477345701,1
6060,0.0646,0.207,0.285,0.0343,0.562,0.818,0,6060,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.034251675353685805,0.5615013006317353,0.8180520870495896,1
6064,0.255,0.129,0.316,0.743,0.272,0.929,0,6064,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7431124348473567,0.2716462281679673,0.9286478772743488,1
6065,0.232,0.0564,0.254,0.657,0.00186,0.707,5,6065,Not eroded,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0.6574832464631423,0.0018580453363062075,0.7074562968248306,1
6066,0.151,0.146,0.255,0.356,0.335,0.711,3,6066,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0.35591958302308263,0.33481976960237825,0.7110239029611132,1
6070,0.272,0.17,0.312,0.806,0.424,0.914,0,6070,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.806403574087863,0.4240059457450762,0.9143774527292187,1
6071,0.126,0.13,0.229,0.263,0.275,0.618,0,6071,Not eroded,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0.2628443782576321,0.2753623188405797,0.6182661434177668,1
6075,0.261,0.315,0.275,0.765,0.963,0.782,0,6075,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7654504839910647,0.9628390932738758,0.7823760256867642,1
6083,0.232,0.18,0.221,0.657,0.461,0.59,0,6083,Not eroded,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0.6574832464631423,0.46116685247120026,0.5897252943275063,1
6084,0.136,0.24,0.259,0.3,0.684,0.725,0,6084,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3000744601638124,0.684132292827945,0.7252943275062433,1
6085,0.0944,0.243,0.264,0.145,0.695,0.743,3,6085,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.14519731943410275,0.6952805648457822,0.7431323581876561,1
6090,0.324,0.198,0.26,1.0,0.528,0.729,4,6090,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1.0,0.5280564845782237,0.7288619336425259,1
6092,0.105,0.175,0.276,0.185,0.443,0.786,3,6092,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.18466120625465374,0.4425863991081382,0.7859436318230468,1
6094,0.305,0.243,0.292,0.929,0.695,0.843,2,6094,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.9292628443782576,0.6952805648457822,0.8430253300035676,1
6095,0.324,0.164,0.267,1.0,0.402,0.754,0,6095,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.4017094017094017,0.7538351765965038,1
6096,0.0617,0.0897,0.313,0.0235,0.126,0.918,0,6096,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.02345495160089352,0.12560386473429952,0.9179450588655012,1
6098,0.12,0.0564,0.264,0.241,0.00186,0.743,2,6098,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.240506329113924,0.0018580453363062075,0.7431323581876561,1
6105,0.123,0.18,0.311,0.252,0.461,0.911,0,6105,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2516753536857781,0.46116685247120026,0.9108098465929361,1
6114,0.135,0.177,0.231,0.296,0.45,0.625,4,6114,Not eroded,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0.29635145197319435,0.450018580453363,0.6254013556903318,1
6116,0.283,0.194,0.264,0.847,0.513,0.743,0,6116,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.847356664184661,0.5131921218877741,0.7431323581876561,1
6117,0.0948,0.226,0.271,0.147,0.632,0.768,2,6117,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.14668652271034996,0.6321070234113713,0.7681056011416341,1
6120,0.202,0.253,0.317,0.546,0.732,0.932,0,6120,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5457930007446017,0.7324414715719063,0.9322154834106314,1
6130,0.152,0.321,0.246,0.36,0.985,0.679,0,6130,Not eroded,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0.3596425912137006,0.9851356373095503,0.6789154477345701,1
6132,0.0828,0.17,0.282,0.102,0.424,0.807,6,6132,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.10201042442293373,0.4240059457450762,0.807349268640742,1
6133,0.22,0.182,0.25,0.613,0.469,0.693,4,6133,Not eroded,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0.612807148175726,0.4685990338164251,0.6931858722797003,1
6136,0.235,0.279,0.315,0.669,0.829,0.925,0,6136,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6686522710349962,0.8290598290598291,0.9250802711380662,1
6138,0.213,0.148,0.293,0.587,0.342,0.847,6,6138,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.5867460908413998,0.3422519509476031,0.8465929361398501,1
6139,0.224,0.195,0.283,0.628,0.517,0.811,0,6139,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6276991809381981,0.5169082125603864,0.8109168747770246,1
6140,0.161,0.296,0.253,0.393,0.892,0.704,0,6140,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.39314966492926284,0.89223337049424,0.703888690688548,1
6141,0.0791,0.0564,0.274,0.0882,0.00186,0.779,5,6141,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.08823529411764708,0.0018580453363062075,0.7788084195504817,1
6142,0.111,0.139,0.278,0.207,0.309,0.793,3,6142,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.2069992553983619,0.30880713489409145,0.7930788440956119,1
6143,0.0575,0.17,0.279,0.00782,0.424,0.797,5,6143,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.007818317200297858,0.4240059457450762,0.7966464502318945,1
6144,0.0704,0.164,0.326,0.0558,0.402,0.964,0,6144,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05584512285927031,0.4017094017094017,0.9643239386371745,1
6147,0.104,0.102,0.219,0.181,0.171,0.583,0,6147,Not eroded,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0.18093819806403572,0.17131178000743216,0.5825900820549411,1
6148,0.189,0.285,0.299,0.497,0.851,0.868,4,6148,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.4973938942665674,0.8513563730955034,0.8679985729575455,1
6153,0.0562,0.167,0.233,0.00298,0.413,0.633,4,6153,Not eroded,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0.0029784065524944233,0.41285767372723897,0.6325365679628969,1
6160,0.113,0.309,0.309,0.214,0.941,0.904,0,6160,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.21444527177959793,0.9405425492382014,0.903674634320371,1
6162,0.2,0.0713,0.292,0.538,0.0572,0.843,0,6162,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5383469843633656,0.05722779635823116,0.8430253300035676,1
6164,0.316,0.138,0.223,0.97,0.305,0.597,4,6164,Not eroded,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.9702159344750558,0.30509104422147904,0.5968605066000714,1
6168,0.284,0.109,0.24,0.851,0.197,0.658,6,6168,Not eroded,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0.8510796723752792,0.19732441471571907,0.6575098109168748,1
6171,0.152,0.25,0.318,0.36,0.721,0.936,0,6171,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3596425912137006,0.7212931995540691,0.9357830895469139,1
6173,0.268,0.0747,0.246,0.792,0.0699,0.679,4,6173,Not eroded,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0.7915115413253909,0.06986250464511336,0.6789154477345701,1
6175,0.224,0.167,0.293,0.628,0.413,0.847,0,6175,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6276991809381981,0.41285767372723897,0.8465929361398501,1
6178,0.133,0.323,0.333,0.289,0.993,0.989,0,6178,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2889054355919583,0.9925678186547752,0.9892971815911523,1
6180,0.284,0.281,0.217,0.851,0.836,0.575,2,6180,Not eroded,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0.8510796723752792,0.8364920104050539,0.575454869782376,1
6181,0.208,0.204,0.277,0.568,0.55,0.79,0,6181,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5681310498883096,0.5503530286138981,0.7895112379593294,1
6184,0.107,0.179,0.311,0.192,0.457,0.911,0,6184,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1921072226358898,0.45745076179858785,0.9108098465929361,1
6185,0.294,0.0647,0.316,0.888,0.0327,0.929,0,6185,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8883097542814593,0.0327015979189892,0.9286478772743488,1
6186,0.136,0.201,0.248,0.3,0.539,0.686,4,6186,Not eroded,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0.3000744601638124,0.5392047565960609,0.6860506600071352,1
6188,0.242,0.0698,0.247,0.695,0.0517,0.682,3,6188,Not eroded,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0.6947133283693223,0.051653660349312534,0.6824830538708526,1
6191,0.222,0.137,0.259,0.62,0.301,0.725,4,6191,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.620253164556962,0.3013749535488666,0.7252943275062433,1
6198,0.232,0.0895,0.263,0.657,0.125,0.74,0,6198,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6574832464631423,0.12486064659977703,0.7395647520513736,1
6199,0.236,0.118,0.238,0.672,0.231,0.65,6,6199,Not eroded,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0.6723752792256142,0.23076923076923075,0.6503745986443097,1
6202,0.173,0.281,0.278,0.438,0.836,0.793,0,6202,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.437825763216679,0.8364920104050539,0.7930788440956119,1
6204,0.298,0.168,0.281,0.903,0.417,0.804,0,6204,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9032017870439314,0.4165737643998514,0.8037816625044596,1
6208,0.0562,0.131,0.274,0.00298,0.279,0.779,0,6208,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0029784065524944233,0.2790784095131921,0.7788084195504817,1
6209,0.229,0.126,0.319,0.646,0.26,0.939,0,6209,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6463142218912882,0.26049795615013005,0.9393506956831965,1
6212,0.172,0.214,0.269,0.434,0.588,0.761,4,6212,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.434102755026061,0.5875139353400223,0.760970388869069,1
6216,0.268,0.286,0.302,0.792,0.855,0.879,0,6216,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7915115413253909,0.8550724637681159,0.8787013913663931,1
6217,0.214,0.291,0.287,0.59,0.874,0.825,3,6217,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5904690990320178,0.8736529171311779,0.8251872993221547,1
6219,0.324,0.243,0.288,1.0,0.695,0.829,3,6219,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1.0,0.6952805648457822,0.8287549054584373,1
6220,0.115,0.0903,0.29,0.222,0.128,0.836,0,6220,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.22189128816083398,0.12783351913786697,0.8358901177310024,1
6221,0.165,0.275,0.276,0.408,0.814,0.786,4,6221,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.40804169769173493,0.8141954663693795,0.7859436318230468,1
6222,0.324,0.059,0.307,1.0,0.0115,0.897,0,6222,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.01151988108509847,0.8965394220478058,1
6223,0.113,0.253,0.262,0.214,0.732,0.736,2,6223,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.21444527177959793,0.7324414715719063,0.735997145915091,1
6224,0.166,0.0855,0.221,0.412,0.11,0.59,0,6224,Not eroded,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0.4117647058823529,0.10999628390932742,0.5897252943275063,1
6225,0.0698,0.0569,0.288,0.0536,0.00372,0.829,5,6225,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.05361131794489949,0.003716090672612415,0.8287549054584373,1
6226,0.0584,0.306,0.322,0.0112,0.929,0.95,0,6226,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.011169024571854067,0.9293942772203642,0.9500535140920442,1
6231,0.242,0.0564,0.232,0.695,0.00186,0.629,4,6231,Not eroded,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0.6947133283693223,0.0018580453363062075,0.6289689618266144,1
6232,0.281,0.107,0.258,0.84,0.19,0.722,5,6232,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.8399106478034253,0.18989223337049424,0.7217267213699609,1
6234,0.302,0.0565,0.252,0.918,0.00223,0.7,0,6234,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.9180938198064035,0.002229654403567459,0.7003210845522655,1
6237,0.115,0.0563,0.293,0.222,0.00149,0.847,4,6237,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.22189128816083398,0.0014864362690449814,0.8465929361398501,1
6238,0.207,0.0996,0.279,0.564,0.162,0.797,4,6238,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5644080416976917,0.16239316239316237,0.7966464502318945,1
6251,0.274,0.323,0.277,0.814,0.993,0.79,0,6251,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8138495904690991,0.9925678186547752,0.7895112379593294,1
6254,0.297,0.173,0.267,0.899,0.435,0.754,5,6254,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.8994787788533134,0.43515421776291335,0.7538351765965038,1
6258,0.314,0.151,0.223,0.963,0.353,0.597,6,6258,Not eroded,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9627699180938197,0.3534002229654403,0.5968605066000714,1
6260,0.0759,0.166,0.237,0.0763,0.409,0.647,6,6260,Not eroded,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0.07632166790766938,0.40914158305462656,0.6468069925080271,1
6263,0.0941,0.218,0.265,0.144,0.602,0.747,6,6263,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.14408041697691737,0.6023782980304719,0.7466999643239387,1
6267,0.145,0.14,0.28,0.334,0.313,0.8,5,6267,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.33358153387937445,0.31252322556670387,0.8002140563681771,1
6270,0.116,0.182,0.28,0.226,0.469,0.8,4,6270,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.225614296351452,0.4685990338164251,0.8002140563681771,1
6272,0.264,0.202,0.315,0.777,0.543,0.925,0,6272,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7766195085629188,0.5429208472686734,0.9250802711380662,1
6273,0.0652,0.324,0.291,0.0365,0.996,0.839,0,6273,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03648548026805658,0.9962839093273876,0.839457723867285,1
6274,0.289,0.202,0.288,0.87,0.543,0.829,0,6274,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8696947133283692,0.5429208472686734,0.8287549054584373,1
6275,0.0803,0.0569,0.284,0.0927,0.00372,0.814,3,6275,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.09270290394638868,0.003716090672612415,0.814484480913307,1
6281,0.0978,0.158,0.243,0.158,0.379,0.668,0,6281,Not eroded,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0.15785554728220402,0.37941285767372723,0.6682126293257225,1
6282,0.0737,0.172,0.26,0.0681,0.431,0.729,6,6282,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.06813104988830977,0.43143812709030094,0.7288619336425259,1
6283,0.0934,0.0564,0.25,0.141,0.00186,0.693,4,6283,Not eroded,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0.14147431124348472,0.0018580453363062075,0.6931858722797003,1
6284,0.245,0.0822,0.303,0.706,0.0977,0.882,2,6284,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.7058823529411764,0.09773318468970642,0.8822689975026757,1
6287,0.122,0.155,0.23,0.248,0.368,0.622,5,6287,Not eroded,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.24795234549516007,0.36826458565589,0.6218337495540492,1
6292,0.152,0.264,0.313,0.36,0.773,0.918,0,6292,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3596425912137006,0.7733184689706429,0.9179450588655012,1
6295,0.296,0.324,0.305,0.896,0.996,0.889,0,6295,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8957557706626954,0.9962839093273876,0.8894042097752408,1
6299,0.268,0.119,0.306,0.792,0.234,0.893,0,6299,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7915115413253909,0.23448532144184314,0.8929718159115233,1
6300,0.324,0.22,0.297,1.0,0.61,0.861,0,6300,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.6098104793756968,0.8608633606849804,1
6301,0.216,0.162,0.226,0.598,0.394,0.608,6,6301,Not eroded,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5979151154132538,0.3942772203641769,0.6075633250089191,1
6320,0.0731,0.137,0.26,0.0659,0.301,0.729,4,6320,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.06589724497393894,0.3013749535488666,0.7288619336425259,1
6321,0.187,0.187,0.325,0.49,0.487,0.961,0,6321,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.48994787788533134,0.48717948717948717,0.9607563325008919,1
6324,0.0944,0.263,0.307,0.145,0.77,0.897,0,6324,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.14519731943410275,0.7696023782980305,0.8965394220478058,1
6325,0.131,0.245,0.246,0.281,0.703,0.679,0,6325,Not eroded,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0.28145941921072226,0.702712746191007,0.6789154477345701,1
6327,0.105,0.103,0.271,0.185,0.175,0.768,0,6327,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.18466120625465374,0.17502787068004458,0.7681056011416341,1
6328,0.301,0.215,0.298,0.914,0.591,0.864,0,6328,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9143708116157855,0.5912300260126346,0.8644309668212629,1
6329,0.188,0.293,0.263,0.494,0.881,0.74,3,6329,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.49367088607594933,0.8810850984764027,0.7395647520513736,1
6331,0.187,0.122,0.261,0.49,0.246,0.732,5,6331,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.48994787788533134,0.2456335934596804,0.7324295397788084,1
6336,0.0637,0.127,0.269,0.0309,0.264,0.761,4,6336,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.030900967982129594,0.26421404682274247,0.760970388869069,1
6338,0.206,0.178,0.227,0.561,0.454,0.611,4,6338,Not eroded,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0.5606850335070737,0.45373467112597543,0.6111309311452016,1
6343,0.287,0.0989,0.246,0.862,0.16,0.679,4,6343,Not eroded,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0.8622486969471331,0.15979189892233372,0.6789154477345701,1
6346,0.191,0.203,0.267,0.505,0.547,0.754,4,6346,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5048399106478034,0.5466369379412858,0.7538351765965038,1
6349,0.0698,0.155,0.255,0.0536,0.368,0.711,5,6349,Not eroded,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0.05361131794489949,0.36826458565589,0.7110239029611132,1
6350,0.0562,0.157,0.235,0.00298,0.376,0.64,4,6350,Not eroded,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0.0029784065524944233,0.3756967670011148,0.639671780235462,1
6355,0.179,0.281,0.296,0.46,0.836,0.857,0,6355,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4601638123603871,0.8364920104050539,0.8572957545486978,1
6357,0.278,0.288,0.295,0.829,0.863,0.854,3,6357,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.8287416232315712,0.8625046451133407,0.8537281484124153,1
6358,0.0892,0.194,0.334,0.126,0.513,0.993,0,6358,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.12583767684288907,0.5131921218877741,0.9928647877274349,1
6359,0.307,0.159,0.282,0.937,0.383,0.807,0,6359,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9367088607594937,0.38312894834633965,0.807349268640742,1
6363,0.0562,0.0815,0.295,0.00298,0.0951,0.854,3,6363,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.0029784065524944233,0.09513192121887776,0.8537281484124153,1
6376,0.15,0.0934,0.283,0.352,0.139,0.811,3,6376,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.3521965748324646,0.13935340022296544,0.8109168747770246,1
6378,0.315,0.0869,0.275,0.966,0.115,0.782,0,6378,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9664929262844378,0.11519881085098478,0.7823760256867642,1
6380,0.126,0.174,0.229,0.263,0.439,0.618,4,6380,Not eroded,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0.2628443782576321,0.43887030843552577,0.6182661434177668,1
6383,0.148,0.324,0.325,0.345,0.996,0.961,0,6383,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.34475055845122854,0.9962839093273876,0.9607563325008919,1
6384,0.174,0.0565,0.321,0.442,0.00223,0.946,0,6384,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.44154877140729704,0.002229654403567459,0.9464859079557616,1
6392,0.324,0.159,0.224,1.0,0.383,0.6,0,6392,Not eroded,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1.0,0.38312894834633965,0.600428112736354,1
6394,0.237,0.131,0.296,0.676,0.279,0.857,0,6394,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6760982874162322,0.2790784095131921,0.8572957545486978,1
6397,0.27,0.136,0.304,0.799,0.298,0.886,0,6397,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.798957557706627,0.2976588628762542,0.8858366036389582,1
6399,0.315,0.159,0.275,0.966,0.383,0.782,0,6399,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9664929262844378,0.38312894834633965,0.7823760256867642,1
6400,0.153,0.171,0.273,0.363,0.428,0.775,0,6400,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3633655994043187,0.42772203641768863,0.7752408134141991,1
