Before erosion ID,Initial X,Initial Y,Initial Z,Norm Initial X,Norm Initial Y,Norm Initial Z,Initial connectivity,Before erosion ID.1,Erosion state,Encoded erosion state,Z location Half,Norm Z location 0.5714,Norm Z location 0.60714,Norm Z location 0.6429,Norm Z location 0.6786,Norm Z location 0.7143,Z location 0.22,Z location 0.23,Z location 0.24,Z location 0.25,3 connectivity,1 connectivity,2 connectivity,4 connectivity,5 connectivity,Normalized X,Normalized Y,Normalized Z,Threshold Z
2369,0.0879,0.123,0.286,0.121,0.249,0.822,5,2369,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.12099776619508566,0.2493496841322928,0.8216196931858722,1
2371,0.171,0.278,0.288,0.43,0.825,0.829,4,2371,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.43037974683544306,0.8253437383872168,0.8287549054584373,1
2372,0.295,0.226,0.289,0.892,0.632,0.832,0,2372,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8920327624720773,0.6321070234113713,0.8323225115947199,1
2379,0.174,0.0934,0.235,0.442,0.139,0.64,2,2379,Not eroded,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0.44154877140729704,0.13935340022296544,0.639671780235462,1
2386,0.165,0.324,0.276,0.408,0.996,0.786,0,2386,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.40804169769173493,0.9962839093273876,0.7859436318230468,1
2390,0.212,0.178,0.327,0.583,0.454,0.968,0,2390,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5830230826507817,0.45373467112597543,0.967891544773457,1
2392,0.217,0.17,0.245,0.602,0.424,0.675,3,2392,Not eroded,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0.6016381236038719,0.4240059457450762,0.6753478415982875,1
2396,0.13,0.312,0.324,0.278,0.952,0.957,0,2396,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2777364110201042,0.9516908212560387,0.9571887263646093,1
2399,0.224,0.164,0.221,0.628,0.402,0.59,4,2399,Not eroded,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.6276991809381981,0.4017094017094017,0.5897252943275063,1
2403,0.168,0.237,0.249,0.419,0.673,0.69,5,2403,Not eroded,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0.419210722263589,0.6729840208101077,0.6896182661434178,1
2412,0.197,0.287,0.219,0.527,0.859,0.583,5,2412,Not eroded,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5271779597915115,0.8587885544407282,0.5825900820549411,1
2415,0.0858,0.324,0.216,0.113,0.996,0.572,5,2415,Not eroded,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1131794489947878,0.9962839093273876,0.5718872636460934,1
2416,0.27,0.321,0.222,0.799,0.985,0.593,4,2416,Not eroded,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.798957557706627,0.9851356373095503,0.5932929004637888,1
2421,0.111,0.0564,0.218,0.207,0.00186,0.579,3,2421,Not eroded,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0.2069992553983619,0.0018580453363062075,0.5790224759186586,1
2423,0.216,0.324,0.216,0.598,0.996,0.572,3,2423,Not eroded,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0.5979151154132538,0.9962839093273876,0.5718872636460934,1
2424,0.244,0.206,0.293,0.702,0.558,0.847,0,2424,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7021593447505584,0.557785209959123,0.8465929361398501,1
2428,0.313,0.314,0.226,0.959,0.959,0.608,0,2428,Not eroded,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0.9590469099032017,0.9591230026012635,0.6075633250089191,1
2431,0.262,0.134,0.31,0.769,0.29,0.907,0,2431,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7691734921816828,0.2902266815310294,0.9072422404566535,1
2432,0.284,0.118,0.269,0.851,0.231,0.761,0,2432,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8510796723752792,0.23076923076923075,0.760970388869069,1
2436,0.0949,0.248,0.284,0.147,0.714,0.814,4,2436,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.14705882352941177,0.7138610182088443,0.814484480913307,1
2438,0.22,0.254,0.229,0.613,0.736,0.618,0,2438,Not eroded,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0.612807148175726,0.7361575622445188,0.6182661434177668,1
2442,0.0688,0.0654,0.217,0.0499,0.0353,0.575,4,2442,Not eroded,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.04988830975428147,0.03530286138981792,0.575454869782376,1
2443,0.222,0.203,0.233,0.62,0.547,0.633,0,2443,Not eroded,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0.620253164556962,0.5466369379412858,0.6325365679628969,1
2444,0.145,0.151,0.325,0.334,0.353,0.961,0,2444,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.33358153387937445,0.3534002229654403,0.9607563325008919,1
2445,0.194,0.113,0.22,0.516,0.212,0.586,4,2445,Not eroded,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5160089352196575,0.21218877740616873,0.5861576881912237,1
2449,0.324,0.194,0.306,1.0,0.513,0.893,0,2449,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.5131921218877741,0.8929718159115233,1
2450,0.109,0.138,0.289,0.2,0.305,0.832,5,2450,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.19955323901712585,0.30509104422147904,0.8323225115947199,1
2453,0.0565,0.148,0.255,0.0041,0.342,0.711,0,2453,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.004095309009679835,0.3422519509476031,0.7110239029611132,1
2454,0.0695,0.216,0.28,0.0525,0.595,0.8,3,2454,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.0524944154877141,0.5949461166852471,0.8002140563681771,1
2455,0.233,0.105,0.252,0.661,0.182,0.7,5,2455,Not eroded,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0.6612062546537603,0.1824600520252694,0.7003210845522655,1
2460,0.0563,0.244,0.306,0.00335,0.699,0.893,0,2460,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003350707371556236,0.6989966555183946,0.8929718159115233,1
2469,0.246,0.0565,0.293,0.71,0.00223,0.847,0,2469,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7096053611317944,0.002229654403567459,0.8465929361398501,1
2470,0.112,0.324,0.264,0.211,0.996,0.743,2,2470,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.2107222635889799,0.9962839093273876,0.7431323581876561,1
2475,0.218,0.0629,0.325,0.605,0.026,0.961,0,2475,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6053611317944899,0.02601263470828688,0.9607563325008919,1
2477,0.198,0.257,0.325,0.531,0.747,0.961,0,2477,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5309009679821296,0.747305834262356,0.9607563325008919,1
2478,0.145,0.131,0.275,0.334,0.279,0.782,5,2478,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.33358153387937445,0.2790784095131921,0.7823760256867642,1
2480,0.293,0.105,0.241,0.885,0.182,0.661,6,2480,Not eroded,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0.8845867460908413,0.1824600520252694,0.6610774170531574,1
2481,0.273,0.156,0.323,0.81,0.372,0.954,0,2481,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.810126582278481,0.3719806763285024,0.9536211202283268,1
2483,0.316,0.158,0.216,0.97,0.379,0.572,5,2483,Not eroded,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9702159344750558,0.37941285767372723,0.5718872636460934,1
2488,0.162,0.121,0.271,0.397,0.242,0.768,0,2488,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.39687267311988084,0.24191750278706797,0.7681056011416341,1
2490,0.223,0.284,0.274,0.624,0.848,0.779,5,2490,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.62397617274758,0.847640282422891,0.7788084195504817,1
2491,0.0561,0.147,0.237,0.00261,0.339,0.647,6,2491,Not eroded,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0.0026061057334326107,0.33853586027499066,0.6468069925080271,1
2492,0.138,0.128,0.3,0.308,0.268,0.872,4,2492,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.30752047654504844,0.2679301374953549,0.871566179093828,1
2495,0.232,0.111,0.233,0.657,0.205,0.633,5,2495,Not eroded,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.6574832464631423,0.2047565960609439,0.6325365679628969,1
2496,0.276,0.145,0.3,0.821,0.331,0.872,0,2496,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8212956068503351,0.33110367892976583,0.871566179093828,1
2499,0.303,0.323,0.316,0.922,0.993,0.929,0,2499,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9218168279970215,0.9925678186547752,0.9286478772743488,1
2502,0.0734,0.092,0.28,0.067,0.134,0.8,0,2502,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.06701414743112438,0.13415087328130806,0.8002140563681771,1
2503,0.107,0.0958,0.228,0.192,0.148,0.615,0,2503,Not eroded,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0.1921072226358898,0.14827201783723523,0.6146985372814842,1
2507,0.26,0.116,0.233,0.762,0.223,0.633,5,2507,Not eroded,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0.7617274758004468,0.22333704942400598,0.6325365679628969,1
2508,0.236,0.0981,0.273,0.672,0.157,0.775,4,2508,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.6723752792256142,0.1568190263842438,0.7752408134141991,1
2510,0.163,0.104,0.253,0.401,0.179,0.704,3,2510,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0.4005956813104989,0.178743961352657,0.703888690688548,1
2515,0.278,0.0564,0.278,0.829,0.00186,0.793,3,2515,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.8287416232315712,0.0018580453363062075,0.7930788440956119,1
2517,0.217,0.244,0.228,0.602,0.699,0.615,0,2517,Not eroded,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0.6016381236038719,0.6989966555183946,0.6146985372814842,1
2519,0.0562,0.155,0.278,0.00298,0.368,0.793,4,2519,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.0029784065524944233,0.36826458565589,0.7930788440956119,1
2520,0.185,0.179,0.252,0.483,0.457,0.7,5,2520,Not eroded,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0.4825018615040953,0.45745076179858785,0.7003210845522655,1
2526,0.138,0.161,0.22,0.308,0.391,0.586,0,2526,Not eroded,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0.30752047654504844,0.3905611296915645,0.5861576881912237,1
2528,0.213,0.25,0.235,0.587,0.721,0.64,0,2528,Not eroded,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0.5867460908413998,0.7212931995540691,0.639671780235462,1
2537,0.301,0.062,0.238,0.914,0.0227,0.65,0,2537,Not eroded,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0.9143708116157855,0.022668153102935715,0.6503745986443097,1
2539,0.232,0.218,0.23,0.657,0.602,0.622,5,2539,Not eroded,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.6574832464631423,0.6023782980304719,0.6218337495540492,1
2542,0.151,0.156,0.259,0.356,0.372,0.725,4,2542,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.35591958302308263,0.3719806763285024,0.7252943275062433,1
2543,0.324,0.322,0.275,1.0,0.989,0.782,0,2543,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.9888517279821628,0.7823760256867642,1
2544,0.214,0.223,0.289,0.59,0.621,0.832,5,2544,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.5904690990320178,0.620958751393534,0.8323225115947199,1
2546,0.163,0.141,0.272,0.401,0.316,0.772,5,2546,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.4005956813104989,0.31623931623931617,0.7716732072779167,1
2549,0.291,0.281,0.245,0.877,0.836,0.675,0,2549,Not eroded,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0.8771407297096052,0.8364920104050539,0.6753478415982875,1
2551,0.273,0.119,0.232,0.81,0.234,0.629,3,2551,Not eroded,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0.810126582278481,0.23448532144184314,0.6289689618266144,1
2553,0.184,0.282,0.318,0.479,0.84,0.936,0,2553,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47877885331347725,0.8402081010776662,0.9357830895469139,1
2555,0.0863,0.264,0.293,0.115,0.773,0.847,4,2555,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.1150409530900968,0.7733184689706429,0.8465929361398501,1
2558,0.202,0.0868,0.273,0.546,0.115,0.775,6,2558,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.5457930007446017,0.11482720178372353,0.7752408134141991,1
2561,0.131,0.0565,0.308,0.281,0.00223,0.9,0,2561,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.28145941921072226,0.002229654403567459,0.9001070281840884,1
2564,0.2,0.0734,0.217,0.538,0.065,0.575,3,2564,Not eroded,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0.5383469843633656,0.06503158677071724,0.575454869782376,1
2566,0.0588,0.16,0.226,0.0127,0.387,0.608,5,2566,Not eroded,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.012658227848101266,0.38684503901895206,0.6075633250089191,1
2569,0.0793,0.066,0.261,0.089,0.0375,0.732,3,2569,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.08897989575577066,0.037532515793385374,0.7324295397788084,1
2572,0.287,0.0977,0.27,0.862,0.155,0.765,3,2572,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.8622486969471331,0.1553325901151988,0.7645379950053515,1
2574,0.222,0.262,0.272,0.62,0.766,0.772,4,2574,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.620253164556962,0.7658862876254181,0.7716732072779167,1
2575,0.254,0.262,0.239,0.739,0.766,0.654,0,2575,Not eroded,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0.7393894266567387,0.7658862876254181,0.6539422047805922,1
2576,0.131,0.321,0.289,0.281,0.985,0.832,0,2576,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.28145941921072226,0.9851356373095503,0.8323225115947199,1
2577,0.185,0.324,0.253,0.483,0.996,0.704,5,2577,Not eroded,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0.4825018615040953,0.9962839093273876,0.703888690688548,1
2581,0.3,0.316,0.309,0.911,0.967,0.904,0,2581,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9106478034251675,0.9665551839464883,0.903674634320371,1
2582,0.0877,0.0567,0.259,0.12,0.00297,0.725,0,2582,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.12025316455696203,0.0029728725380899373,0.7252943275062433,1
2584,0.151,0.171,0.222,0.356,0.428,0.593,0,2584,Not eroded,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0.35591958302308263,0.42772203641768863,0.5932929004637888,1
2587,0.2,0.275,0.282,0.538,0.814,0.807,4,2587,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5383469843633656,0.8141954663693795,0.807349268640742,1
2589,0.313,0.0738,0.229,0.959,0.0665,0.618,0,2589,Not eroded,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0.9590469099032017,0.06651802303976219,0.6182661434177668,1
2590,0.213,0.165,0.258,0.587,0.405,0.722,5,2590,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.5867460908413998,0.40542549238201414,0.7217267213699609,1
2591,0.0946,0.137,0.276,0.146,0.301,0.786,0,2591,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.14594192107222637,0.3013749535488666,0.7859436318230468,1
2592,0.146,0.314,0.311,0.337,0.959,0.911,0,2592,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3373045420699925,0.9591230026012635,0.9108098465929361,1
2593,0.167,0.136,0.252,0.415,0.298,0.7,4,2593,Not eroded,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0.41548771407297097,0.2976588628762542,0.7003210845522655,1
2597,0.315,0.0646,0.249,0.966,0.0323,0.69,0,2597,Not eroded,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0.9664929262844378,0.032329988851728005,0.6896182661434178,1
2600,0.191,0.293,0.292,0.505,0.881,0.843,5,2600,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.5048399106478034,0.8810850984764027,0.8430253300035676,1
2603,0.324,0.229,0.226,1.0,0.643,0.608,3,2603,Not eroded,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1.0,0.6432552954292085,0.6075633250089191,1
2606,0.0893,0.142,0.24,0.126,0.32,0.658,4,2606,Not eroded,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0.12620997766195088,0.3199554069119286,0.6575098109168748,1
2607,0.285,0.289,0.302,0.855,0.866,0.879,4,2607,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.8548026805658971,0.866220735785953,0.8787013913663931,1
2610,0.202,0.299,0.324,0.546,0.903,0.957,0,2610,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5457930007446017,0.9033816425120772,0.9571887263646093,1
2613,0.219,0.239,0.292,0.609,0.68,0.843,0,2613,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6090841399851079,0.6804162021553325,0.8430253300035676,1
2614,0.212,0.324,0.288,0.583,0.996,0.829,0,2614,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5830230826507817,0.9962839093273876,0.8287549054584373,1
2615,0.265,0.0996,0.252,0.78,0.162,0.7,5,2615,Not eroded,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0.7803425167535368,0.16239316239316237,0.7003210845522655,1
2618,0.31,0.0656,0.241,0.948,0.036,0.661,0,2618,Not eroded,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0.9478778853313476,0.03604607952434042,0.6610774170531574,1
2620,0.228,0.177,0.293,0.643,0.45,0.847,0,2620,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6425912137006702,0.450018580453363,0.8465929361398501,1
2621,0.0642,0.129,0.258,0.0328,0.272,0.722,4,2621,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.03276247207743855,0.2716462281679673,0.7217267213699609,1
2626,0.284,0.316,0.222,0.851,0.967,0.593,4,2626,Not eroded,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.8510796723752792,0.9665551839464883,0.5932929004637888,1
2627,0.0963,0.159,0.276,0.152,0.383,0.786,4,2627,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.15227103499627698,0.38312894834633965,0.7859436318230468,1
2631,0.157,0.0861,0.32,0.378,0.112,0.943,0,2631,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.37825763216679076,0.11222593831289482,0.9429183018194791,1
2637,0.0976,0.0565,0.308,0.157,0.00223,0.9,2,2637,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.15711094564408046,0.002229654403567459,0.9001070281840884,1
2638,0.263,0.0966,0.292,0.773,0.151,0.843,4,2638,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.7728965003723008,0.15124489037532518,0.8430253300035676,1
2639,0.0646,0.144,0.291,0.0343,0.327,0.839,3,2639,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.034251675353685805,0.3273875882571534,0.839457723867285,1
2641,0.145,0.148,0.274,0.334,0.342,0.779,3,2641,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.33358153387937445,0.3422519509476031,0.7788084195504817,1
2644,0.164,0.196,0.293,0.404,0.521,0.847,3,2644,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.4043186895011169,0.5206243032329989,0.8465929361398501,1
2648,0.0756,0.0564,0.255,0.0752,0.00186,0.711,5,2648,Not eroded,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0.075204765450484,0.0018580453363062075,0.7110239029611132,1
2649,0.0618,0.244,0.238,0.0238,0.699,0.65,0,2649,Not eroded,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0.023827252419955335,0.6989966555183946,0.6503745986443097,1
2653,0.255,0.0564,0.261,0.743,0.00186,0.732,3,2653,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.7431124348473567,0.0018580453363062075,0.7324295397788084,1
2659,0.201,0.0655,0.263,0.542,0.0357,0.74,4,2659,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5420699925539836,0.035674470457079166,0.7395647520513736,1
2660,0.222,0.0563,0.258,0.62,0.00149,0.722,3,2660,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.620253164556962,0.0014864362690449814,0.7217267213699609,1
2662,0.181,0.167,0.226,0.468,0.413,0.608,4,2662,Not eroded,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0.46760982874162316,0.41285767372723897,0.6075633250089191,1
2670,0.258,0.197,0.223,0.754,0.524,0.597,4,2670,Not eroded,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.7542814594192108,0.5243403939056113,0.5968605066000714,1
2671,0.0943,0.187,0.269,0.145,0.487,0.761,7,2671,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.14482501861504093,0.48717948717948717,0.760970388869069,1
2674,0.142,0.261,0.315,0.322,0.762,0.925,0,2674,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3224125093075204,0.7621701969528056,0.9250802711380662,1
2681,0.191,0.0711,0.223,0.505,0.0565,0.597,4,2681,Not eroded,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.5048399106478034,0.05648457822370865,0.5968605066000714,1
2684,0.0875,0.167,0.251,0.12,0.413,0.697,6,2684,Not eroded,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0.1195085629188384,0.41285767372723897,0.6967534784159829,1
2686,0.291,0.234,0.238,0.877,0.662,0.65,0,2686,Not eroded,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0.8771407297096052,0.6618357487922706,0.6503745986443097,1
2687,0.214,0.247,0.219,0.59,0.71,0.583,0,2687,Not eroded,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5904690990320178,0.7101449275362318,0.5825900820549411,1
2690,0.324,0.277,0.227,1.0,0.822,0.611,3,2690,Not eroded,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1.0,0.8216276477146043,0.6111309311452016,1
2691,0.131,0.302,0.228,0.281,0.915,0.615,5,2691,Not eroded,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.28145941921072226,0.9145299145299145,0.6146985372814842,1
2692,0.0852,0.217,0.27,0.111,0.599,0.765,4,2692,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.11094564408041697,0.5986622073578595,0.7645379950053515,1
2699,0.0682,0.145,0.269,0.0477,0.331,0.761,4,2699,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.04765450483991064,0.33110367892976583,0.760970388869069,1
2706,0.249,0.119,0.29,0.721,0.234,0.836,0,2706,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7207743857036485,0.23448532144184314,0.8358901177310024,1
2710,0.122,0.146,0.28,0.248,0.335,0.8,3,2710,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.24795234549516007,0.33481976960237825,0.8002140563681771,1
2711,0.181,0.278,0.286,0.468,0.825,0.822,4,2711,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.46760982874162316,0.8253437383872168,0.8216196931858722,1
2714,0.234,0.0569,0.312,0.665,0.00372,0.914,0,2714,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6649292628443783,0.003716090672612415,0.9143774527292187,1
2716,0.0921,0.323,0.321,0.137,0.993,0.946,0,2716,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.13663440059568133,0.9925678186547752,0.9464859079557616,1
2720,0.291,0.175,0.275,0.877,0.443,0.782,4,2720,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.8771407297096052,0.4425863991081382,0.7823760256867642,1
2723,0.306,0.152,0.23,0.933,0.357,0.622,5,2723,Not eroded,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.9329858525688756,0.35711631363805274,0.6218337495540492,1
2725,0.0973,0.0964,0.27,0.156,0.151,0.765,0,2725,Not eroded,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.155994043186895,0.1505016722408027,0.7645379950053515,1
2731,0.188,0.0898,0.259,0.494,0.126,0.725,4,2731,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.49367088607594933,0.12597547380156077,0.7252943275062433,1
2732,0.272,0.254,0.331,0.806,0.736,0.982,0,2732,ERODED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.806403574087863,0.7361575622445188,0.9821619693185872,1
2733,0.102,0.152,0.272,0.173,0.357,0.772,5,2733,Not eroded,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0.17349218168279967,0.35711631363805274,0.7716732072779167,1
2735,0.14,0.186,0.228,0.315,0.483,0.615,4,2735,Not eroded,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0.3149664929262845,0.48346339650687475,0.6146985372814842,1
2737,0.27,0.207,0.252,0.799,0.562,0.7,0,2737,Not eroded,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.798957557706627,0.5615013006317353,0.7003210845522655,1
2738,0.226,0.0564,0.226,0.635,0.00186,0.608,4,2738,Not eroded,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0.6351451973194341,0.0018580453363062075,0.6075633250089191,1
2745,0.234,0.127,0.236,0.665,0.264,0.643,5,2745,Not eroded,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0.6649292628443783,0.26421404682274247,0.6432393863717445,1
