Before erosion ID,Initial X,Initial Y,Initial Z,Initial connectivity,Erosion state,Encoded erosion state,3 connectivity,1 connectivity,2 connectivity,4 connectivity,5 connectivity,Porosity_here,Porosity_front,Porosity_diff,Norm Initial X,Norm Initial Y,Norm Initial Z,Threshold Z,Norm2 Initial Z,Norm Connectivity
2024,0.296,0.159,0.2955725,4,Not eroded,0,0,0,0,1,1,0.40286,0.99,-0.58714,0.8930284028033935,0.3833087149187592,0.8562006686888223,1,0.552626290915043,0.5714285714285714
2028,0.259,0.0555,0.325,0,ERODED,1,1,1,1,1,1,0.3873386,0.99,-0.6026614,0.7565473994835854,0.0011078286558345702,0.9608878511854313,1,0.8783183000511193,0.0
2031,0.314,0.0555,0.2805984,3,Not eroded,0,1,0,0,1,1,0.4096316,0.99,-0.5803684,0.9594245665805975,0.0011078286558345702,0.8029308924787306,1,0.386898834827896,0.42857142857142855
2036,0.124,0.288,0.2960103,3,Not eroded,0,1,0,0,1,1,0.3559732,0.99,-0.6340268,0.2585761711545555,0.8596750369276217,0.8577581250985415,1,0.5574716893212878,0.42857142857142855
2042,0.275,0.0895,0.2496615,0,Not eroded,0,1,1,1,1,1,0.3355048,0.4096316,-0.0741268,0.815566211729989,0.12666174298375182,0.6928740784041628,1,0.044501379473486646,0.0
2046,0.324,0.111,0.3011586,0,Not eroded,0,1,1,1,1,1,0.40286,0.99,-0.58714,0.9963113242345998,0.20605612998522893,0.8760730013757412,1,0.6144510511643007,0.0
2047,0.116,0.17,0.2773413,0,Not eroded,0,1,1,1,1,1,0.3308816,0.99,-0.6591184,0.22906676503135376,0.4239290989660266,0.791343886375266,1,0.3508505316095759,0.0
2055,0.197,0.231,0.319421,0,ERODED,1,1,1,1,1,1,0.3294985,0.99,-0.6605015,0.5278495020287717,0.6491875923190547,0.9410407764713515,1,0.8165721198125612,0.0
2056,0.0934,0.211,0.3119653,0,ERODED,1,1,1,1,1,1,0.3861232,0.99,-0.6038768,0.14570269273330871,0.5753323485967503,0.9145174147675041,1,0.7340553612528518,0.0
2057,0.11,0.0817,0.2669389,0,Not eroded,0,1,1,1,1,1,0.2891981,0.3642182,-0.0750201,0.2069347104389524,0.09785819793205315,0.7543377544509527,1,0.23572085508805257,0.0
2061,0.129,0.272,0.2816551,5,Not eroded,0,0,0,0,0,1,0.2528316,0.99,-0.7371684,0.2770195499815566,0.8005908419497784,0.8066900614786173,1,0.3985939752935859,0.7142857142857143
2071,0.117,0.163,0.3203313,3,Not eroded,0,1,0,0,1,1,0.3308816,0.99,-0.6591184,0.23275544079675398,0.39807976366322007,0.9442791331862156,1,0.826646962592837,0.42857142857142855
2078,0.222,0.0915,0.3102362,0,ERODED,1,1,1,1,1,1,0.3873386,0.99,-0.6026614,0.6200663961637772,0.13404726735598224,0.9083662090159152,1,0.7149183617456841,0.0
2081,0.316,0.243,0.3043772,0,ERODED,1,1,1,1,1,1,0.3829345,0.99,-0.6070655,0.9668019181113979,0.6935007385524371,0.88752304523212,1,0.6500732515077,0.0
2082,0.124,0.0556,0.2906568,0,Not eroded,0,1,1,1,1,1,0.3642182,0.99,-0.6257818,0.2585761711545555,0.0014771048744460764,0.838713257831679,1,0.4982212544929815,0.0
2088,0.302,0.245,0.2949955,0,Not eroded,0,1,1,1,1,1,0.3829345,0.99,-0.6070655,0.9151604573957949,0.7008862629246675,0.854148013713016,1,0.5462402815947981,0.0
2095,0.274,0.124,0.2838787,0,Not eroded,0,1,1,1,1,1,0.40286,0.99,-0.58714,0.8118775359645888,0.2540620384047267,0.814600431676543,1,0.42320390653188233,0.0
2096,0.186,0.325,0.2908918,0,Not eroded,0,1,1,1,1,1,0.3858649,0.99,-0.6041351,0.4872740686093692,0.9963072378138847,0.8395492611580473,1,0.5008221421710708,0.0
2097,0.0757,0.26,0.3239566,0,ERODED,1,1,1,1,1,1,0.3314033,0.99,-0.6585967,0.08041313168572482,0.7562776957163958,0.957175996416356,1,0.8667703587604019,0.0
2105,0.122,0.242,0.2930592,0,Not eroded,0,1,1,1,1,1,0.2528316,0.99,-0.7371684,0.25119881962375507,0.6898079763663219,0.8472597020498375,1,0.5248100738880549,0.0
2116,0.316,0.325,0.2846609,0,Not eroded,0,1,1,1,1,1,0.4080747,0.99,-0.5819253,0.9668019181113979,0.9963072378138847,0.8173830776420123,1,0.43186098883742136,0.0
2118,0.256,0.323,0.2636954,0,ERODED,1,1,1,1,1,1,0.2908351,0.3679927,-0.0771576,0.7454813721873847,0.9889217134416544,0.7427991298165887,1,0.1998230713268478,0.0
2119,0.144,0.26,0.2851299,5,Not eroded,0,0,0,0,0,1,0.2528316,0.99,-0.7371684,0.33234968646255986,0.7562776957163958,0.8190515268337857,1,0.4370516965864595,0.7142857142857143
2122,0.324,0.295,0.2579937,0,Not eroded,0,1,1,1,1,1,0.3635774,0.4080747,-0.0444973,0.9963113242345998,0.8855243722304281,0.7225155546423156,1,0.13671889569211226,0.0
2123,0.172,0.308,0.2479083,4,Not eroded,0,0,0,0,1,1,0.311638,0.3858649,-0.0742269,0.43563260789376607,0.933530280649926,0.6866371378433589,1,0.025097650634224825,0.5714285714285714
2124,0.224,0.294,0.3214928,0,ERODED,1,1,1,1,1,1,0.3679927,0.99,-0.6220073,0.6274437476945777,0.881831610044313,0.9484111240950531,1,0.839501988286884,0.0
2128,0.0586,0.0562,0.2706233,0,Not eroded,0,1,1,1,1,1,0.3476877,0.3901556,-0.0424679,0.017336776097381025,0.003692762186115217,0.7674448636240224,1,0.27649834683763935,0.0
2130,0.324,0.253,0.2519668,0,Not eroded,0,1,1,1,1,1,0.3100746,0.3829345,-0.0728599,0.9963113242345998,0.7304283604135893,0.7010750931627876,1,0.07001553421518711,0.0
2131,0.0672,0.209,0.3153162,0,ERODED,1,1,1,1,1,1,0.3861232,0.99,-0.6038768,0.049059387679822916,0.5679468242245198,0.9264381107093235,1,0.7711418060209796,0.0
2142,0.151,0.0561,0.3023971,0,Not eroded,0,1,1,1,1,1,0.3642182,0.99,-0.6257818,0.35817041682036144,0.003323485967503685,0.8804789167787502,1,0.6281582826081891,0.0
2143,0.14,0.223,0.2506065,0,Not eroded,0,1,1,1,1,1,0.258045,0.2528316,0.0052134,0.3175949834009591,0.6196454948301329,0.6962358790144524,1,0.05496026822154864,0.0
2144,0.196,0.222,0.2891158,2,Not eroded,0,1,0,1,1,1,0.3294985,0.99,-0.6605015,0.5241608262633715,0.6159527326440176,0.8332312104872809,1,0.4811660718889988,0.2857142857142857
2156,0.305,0.112,0.2973194,0,Not eroded,0,1,1,1,1,1,0.40286,0.99,-0.58714,0.9262264846919955,0.20974889217134415,0.8624151972455576,1,0.5719602938293177,0.0
2158,0.139,0.314,0.2909596,0,Not eroded,0,1,1,1,1,1,0.3559732,0.99,-0.6340268,0.3139063076355589,0.9556868537666174,0.839790457011357,1,0.5015725259352176,0.0
2159,0.198,0.255,0.2877607,0,Not eroded,0,1,1,1,1,1,0.3294985,0.99,-0.6605015,0.5315381777941719,0.7378138847858197,0.8284104951359547,1,0.46616835745249247,0.0
2160,0.106,0.314,0.2755105,4,Not eroded,0,0,0,0,1,1,0.3559732,0.99,-0.6340268,0.1921800073773515,0.9556868537666174,0.7848308868437124,1,0.3305879564561876,0.5714285714285714
2166,0.297,0.109,0.2912821,0,Not eroded,0,1,1,1,1,1,0.40286,0.99,-0.58714,0.8967170785687937,0.19867060561299849,0.8409377381720113,1,0.5051418292381276,0.0
2173,0.324,0.316,0.2506548,0,Not eroded,0,1,1,1,1,1,0.3635774,0.4080747,-0.0444973,0.9963113242345998,0.9630723781388478,0.6964077043789783,1,0.05549483364644946,0.0
2174,0.283,0.0804,0.2664267,0,Not eroded,0,1,1,1,1,1,0.3355048,0.4096316,-0.0741268,0.8450756178531905,0.09305760709010338,0.7525156229455663,1,0.23005202671053193,0.0
2176,0.116,0.126,0.3266886,0,ERODED,1,1,1,1,1,1,0.3415885,0.99,-0.6484115,0.22906676503135376,0.26144756277695713,0.9668949797680079,1,0.8970070614690846,0.0
2179,0.198,0.217,0.2981894,0,Not eroded,0,1,1,1,1,1,0.3875078,0.99,-0.6024922,0.5315381777941719,0.5974889217134416,0.8655101882836018,1,0.5815891120418188,0.0
2182,0.134,0.293,0.2939725,0,Not eroded,0,1,1,1,1,1,0.3559732,0.99,-0.6340268,0.29546292880855773,0.8781388478581977,0.8505087311475914,1,0.5349181194897533,0.0
2185,0.2,0.0642,0.2837284,0,Not eroded,0,1,1,1,1,1,0.3492331,0.99,-0.6407669,0.5389155293249723,0.0332348596750369,0.8140657452937636,1,0.4215404451786194,0.0
2187,0.0899,0.0639,0.3338966,0,ERODED,1,1,1,1,1,1,0.3901556,0.99,-0.5998444,0.13279232755440792,0.032127031019202355,0.9925371583912534,1,0.9767823737400163,0.0
2193,0.0733,0.104,0.2489926,2,Not eroded,0,1,0,1,1,1,0.3476877,0.3901556,-0.0424679,0.0715603098487643,0.1802067946824224,0.690494492765832,1,0.037098257057001406,0.2857142857142857
2199,0.217,0.0847,0.2591789,0,Not eroded,0,1,1,1,1,1,0.3210669,0.3492331,-0.0281662,0.601623017336776,0.10893648449039879,0.7267318573759826,1,0.14983622367539606,0.0
2201,0.117,0.0799,0.2602024,0,Not eroded,0,1,1,1,1,1,0.2891981,0.3642182,-0.0750201,0.23275544079675398,0.09121122599704577,0.7303729186718888,1,0.16116391958401144,0.0
2203,0.293,0.0966,0.2869793,0,Not eroded,0,1,1,1,1,1,0.4096316,0.99,-0.5803684,0.8819623755071928,0.15288035450516987,0.825630695139256,1,0.45752012923266655,0.0
2208,0.295,0.143,0.2643281,3,Not eroded,0,1,0,0,1,1,0.2965614,0.40286,-0.1062986,0.8893397270379932,0.3242245199409157,0.7450499353680492,1,0.20682554636483588,0.42857142857142855
2209,0.307,0.0556,0.2624274,2,Not eroded,0,1,0,1,1,1,0.3355048,0.4096316,-0.0741268,0.933603836222796,0.0014771048744460764,0.738288269315163,1,0.185789345472305,0.2857142857142857
2212,0.234,0.16,0.3247665,0,ERODED,1,1,1,1,1,1,0.2960408,0.99,-0.6939592,0.6643305053485798,0.3870014771048744,0.9600571840505079,1,0.875734013783741,0.0
2215,0.285,0.0881,0.2508176,0,Not eroded,0,1,1,1,1,1,0.3355048,0.4096316,-0.0741268,0.8524529693839911,0.12149187592319052,0.6969868590237984,1,0.05729664008897245,0.0
2217,0.303,0.27,0.3240819,0,ERODED,1,1,1,1,1,1,0.3829345,0.99,-0.6070655,0.9188491331611951,0.793205317577548,0.9576217462750536,1,0.8681571299351448,0.0
2220,0.196,0.254,0.276828,0,Not eroded,0,1,1,1,1,1,0.3294985,0.99,-0.6605015,0.5241608262633715,0.7341211225997045,0.7895178416628199,1,0.3451695288642003,0.0
2226,0.114,0.268,0.3128968,0,ERODED,1,1,1,1,1,1,0.2528316,0.99,-0.7371684,0.2216894135005533,0.7858197932053175,0.9178311896547895,1,0.7443648373045126,0.0
2238,0.0906,0.222,0.2653479,0,Not eroded,0,1,1,1,1,1,0.3166705,0.3314033,-0.0147328,0.1353744005901881,0.6159527326440176,0.7486778340583913,1,0.21811229212703007,0.0
2239,0.292,0.214,0.2891358,3,Not eroded,0,1,0,0,1,1,0.3647194,0.99,-0.6252806,0.8782736997417926,0.586410635155096,0.8333023597065464,1,0.4813874240318154,0.42857142857142855
2243,0.0931,0.125,0.3094964,0,ERODED,1,1,1,1,1,1,0.3893806,0.99,-0.6006194,0.14459609000368867,0.25775480059084194,0.9057343993952884,1,0.7067305459829152,0.0
2244,0.176,0.325,0.2519201,3,Not eroded,0,1,0,0,1,1,0.311638,0.3858649,-0.0742269,0.45038731095536694,0.9963072378138847,0.7009089597358029,1,0.06949867696171144,0.42857142857142855
2245,0.066,0.29,0.333892,0,ERODED,1,1,1,1,1,1,0.4120043,0.99,-0.5779957,0.044632976761342674,0.8670605612998521,0.9925207940708225,1,0.9767314627471689,0.0
2246,0.203,0.0748,0.2672855,3,Not eroded,0,1,0,0,1,1,0.3210669,0.3492331,-0.0281662,0.549981556621173,0.07237813884785821,0.755570770420822,1,0.2395568877230563,0.42857142857142855
2249,0.208,0.0997,0.2508168,2,Not eroded,0,1,0,1,1,1,0.3210669,0.3492331,-0.0281662,0.5684249354481741,0.164327917282127,0.6969840130550279,1,0.05728778600326005,0.2857142857142857
2251,0.245,0.239,0.272003,3,Not eroded,0,1,0,0,1,1,0.2725093,0.305176,-0.0326667,0.7049059387679822,0.6787296898079762,0.7723530925150451,1,0.2917683244098097,0.42857142857142855
2253,0.0547,0.204,0.2878218,3,Not eroded,0,1,0,0,1,1,0.3861232,0.99,-0.6038768,0.002950940612320159,0.5494830132939438,0.8286278560008105,1,0.4668445882487959,0.42857142857142855
2259,0.32,0.147,0.2463989,4,Not eroded,0,0,0,0,1,1,0.2965614,0.40286,-0.1062986,0.9815566211729989,0.33899556868537656,0.6812675062654002,1,0.008392204415892163,0.5714285714285714
2261,0.195,0.255,0.3148341,4,Not eroded,0,0,0,0,1,1,0.3294985,0.99,-0.6605015,0.5204721504979712,0.7378138847858197,0.9247230587789314,1,0.765806112618397,0.5714285714285714
2262,0.221,0.215,0.2958914,0,ERODED,1,1,1,1,1,1,0.3770868,0.99,-0.6129132,0.6163777203983769,0.5901033973412111,0.8573351429900089,1,0.5561557508322462,0.0
2263,0.294,0.143,0.2544412,5,Not eroded,0,0,0,0,0,1,0.2965614,0.40286,-0.1062986,0.885651051272593,0.3242245199409157,0.7098776745703013,1,0.09740122132439803,0.7142857142857143
2264,0.322,0.116,0.3253518,0,ERODED,1,1,1,1,1,1,0.40286,0.99,-0.58714,0.9889339727037993,0.22451994091580502,0.9621393659523095,1,0.8822118842432553,0.0
2274,0.23,0.214,0.2458346,0,Not eroded,0,1,1,1,1,1,0.2678852,0.3770868,-0.1092016,0.649575802286979,0.586410635155096,0.6792600310438273,1,0.0021467537063349874,0.0
2276,0.0628,0.325,0.2855092,0,Not eroded,0,1,1,1,1,1,0.4120043,0.99,-0.5779957,0.032829214312061934,0.9963072378138847,0.8204008717771538,1,0.4412496399749675,0.0
2279,0.307,0.119,0.3058525,2,Not eroded,0,1,0,1,1,1,0.40286,0.99,-0.58714,0.933603836222796,0.2355982274741506,0.8927713673912313,1,0.6664012923225315,0.2857142857142857
2281,0.281,0.185,0.2952779,0,Not eroded,0,1,1,1,1,1,0.3647194,0.99,-0.6252806,0.8376982663223903,0.47932053175775474,0.8551526406890431,1,0.5493657738513613,0.0
2282,0.102,0.223,0.2955658,0,Not eroded,0,1,1,1,1,1,0.3314033,0.99,-0.6585967,0.1774253043157506,0.6196454948301329,0.8561768337003683,1,0.5525521379471995,0.0
2286,0.154,0.325,0.3018227,3,ERODED,1,1,0,0,1,1,0.3559732,0.99,-0.6340268,0.36923644411656215,0.9963072378138847,0.8784355112014484,1,0.6218010490665101,0.42857142857142855
2294,0.301,0.0744,0.3071404,5,Not eroded,0,0,0,0,0,1,0.4096316,0.99,-0.5803684,0.9114717816303947,0.07090103397341209,0.8973530213658258,1,0.6806552635591757,0.7142857142857143
2295,0.198,0.325,0.2875666,0,Not eroded,0,1,1,1,1,1,0.3858649,0.99,-0.6041351,0.5315381777941719,0.9963072378138847,0.8277199919629842,1,0.4640201349064623,0.0
2300,0.179,0.15,0.2503224,0,Not eroded,0,1,1,1,1,1,0.2729057,0.3623308,-0.0894251,0.46145333825156765,0.35007385524372225,0.6952252043547875,1,0.05181596103284545,0.0
2301,0.316,0.324,0.3287563,0,ERODED,1,1,1,1,1,1,0.4080747,0.99,-0.5819253,0.9668019181113979,0.9926144756277696,0.97425074180176,1,0.9198915527541299,0.0
2302,0.0785,0.276,0.2958932,0,Not eroded,0,1,1,1,1,1,0.4120043,0.99,-0.5779957,0.09074142382884542,0.8153618906942393,0.8573415464197428,1,0.5561756725250997,0.0
2306,0.0637,0.325,0.2750297,0,Not eroded,0,1,1,1,1,1,0.4120043,0.99,-0.5779957,0.03614902250092218,0.9963072378138847,0.7831204596125725,1,0.325266650942888,0.0
2310,0.225,0.0762,0.3172469,0,ERODED,1,1,1,1,1,1,0.3873386,0.99,-0.6026614,0.6311324234599779,0.07754800590841951,0.9333065005911076,1,0.7925100351277343,0.0
2312,0.275,0.0555,0.3099964,2,ERODED,1,1,0,1,1,1,0.4096316,0.99,-0.5803684,0.815566211729989,0.0011078286558345702,0.9075131298769231,1,0.7122643495533183,0.2857142857142857
2325,0.228,0.239,0.3266806,0,ERODED,1,1,1,1,1,1,0.305176,0.99,-0.684824,0.6421984507561785,0.6787296898079762,0.9668665200803017,1,0.8969185206119582,0.0
2326,0.162,0.0557,0.2504357,0,Not eroded,0,1,1,1,1,1,0.3210669,0.3492331,-0.0281662,0.39874585023976394,0.0018463810930576085,0.6956282646819258,1,0.053069920921898515,0.0
2327,0.166,0.238,0.2494665,3,Not eroded,0,1,0,0,1,1,0.2544996,0.3294985,-0.0749989,0.4135005533013648,0.675036927621861,0.6921803735163253,1,0.04234319608102954,0.42857142857142855
2329,0.0653,0.259,0.2716291,3,Not eroded,0,1,0,0,1,1,0.3166705,0.3314033,-0.0147328,0.0420509037255625,0.7525849335302806,0.7710229578608788,1,0.28763014609986254,0.42857142857142855
2330,0.238,0.0903,0.3181644,0,ERODED,1,1,1,1,1,1,0.3873386,0.99,-0.6026614,0.6790852084101807,0.129615952732644,0.9365704710249073,1,0.8026645646794242,0.0
2335,0.265,0.187,0.2857412,0,Not eroded,0,1,1,1,1,1,0.3770868,0.99,-0.6129132,0.7786794540759867,0.48670605612998513,0.8212262027206322,1,0.44381732483163416,0.0
2338,0.325,0.14,0.2709503,5,Not eroded,0,0,0,0,0,1,0.2965614,0.40286,-0.1062986,1.0,0.3131462333825702,0.7686081533590114,1,0.2801174543726828,0.7142857142857143
2341,0.18,0.19,0.3253683,0,ERODED,1,1,1,1,1,1,0.3875078,0.99,-0.6024922,0.46514201401696786,0.4977843426883308,0.9621980640582034,1,0.8823944997610783,0.0
2344,0.19,0.17,0.3134149,0,ERODED,1,1,1,1,1,1,0.3875078,0.99,-0.6024922,0.5020287716709702,0.4239290989660266,0.9196743101798595,1,0.7500989645641647,0.0
2345,0.0943,0.12,0.2530983,0,Not eroded,0,1,1,1,1,1,0.2842093,0.3893806,-0.1051713,0.1490225009221689,0.23929098966026582,0.7051003602427269,1,0.08253853169500956,0.0
2347,0.17,0.0598,0.2538333,0,Not eroded,0,1,1,1,1,1,0.3210669,0.3492331,-0.0281662,0.42825525636296574,0.016986706056129983,0.7077150940507299,1,0.090673222943502,0.0
2350,0.201,0.0644,0.2705355,4,Not eroded,0,0,0,0,1,1,0.3210669,0.3492331,-0.0281662,0.5426042050903725,0.03397341211225997,0.7671325185514473,1,0.2755266109306762,0.5714285714285714
2364,0.136,0.274,0.2526789,2,Not eroded,0,1,0,1,1,1,0.258045,0.2528316,0.0052134,0.30284028033935817,0.8079763663220089,0.7036083611147317,1,0.07789677726015518,0.2857142857142857
2365,0.0585,0.195,0.3172918,0,ERODED,1,1,1,1,1,1,0.3861232,0.99,-0.6038768,0.016967908520841016,0.5162481536189069,0.9334662305883584,1,0.7930069706883565,0.0
2379,0.3,0.284,0.2786498,0,Not eroded,0,1,1,1,1,1,0.4080747,0.99,-0.5819253,0.9077831058649943,0.8449039881831608,0.7959988240457039,1,0.3653324955533207,0.0
2380,0.325,0.198,0.2572479,3,Not eroded,0,1,0,0,1,1,0.2929176,0.3647194,-0.0718018,1.0,0.5273264401772525,0.7198624002559093,1,0.12846467428649877,0.42857142857142855
2385,0.288,0.0914,0.3039748,0,ERODED,1,1,1,1,1,1,0.4096316,0.99,-0.5803684,0.8635189966801917,0.13367799113737072,0.8860915229405003,1,0.6456196463942392,0.0
2386,0.0567,0.241,0.2796789,0,Not eroded,0,1,1,1,1,1,0.3314033,0.99,-0.6585967,0.010328292143120608,0.6861152141802067,0.7996598071230044,1,0.37672217006192465,0.0
2390,0.287,0.0681,0.3171671,0,ERODED,1,1,1,1,1,1,0.4096316,0.99,-0.5803684,0.8598303209147915,0.047636632200886236,0.9330226152062386,1,0.7916268400778976,0.0
2393,0.126,0.325,0.2835361,3,Not eroded,0,1,0,0,1,1,0.3559732,0.99,-0.6340268,0.26595352268535594,0.9963072378138847,0.813381645550527,1,0.4194121443254427,0.42857142857142855
2395,0.188,0.302,0.2504265,4,Not eroded,0,0,0,0,1,1,0.311638,0.3858649,-0.0742269,0.49465142014016966,0.9113737075332347,0.6955955360410638,1,0.0529680989362033,0.5714285714285714
2399,0.219,0.325,0.3229437,0,ERODED,1,1,1,1,1,1,0.3679927,0.99,-0.6220073,0.6090003688675765,0.9963072378138847,0.9535726442066605,1,0.8555599794874795,0.0
2400,0.227,0.287,0.32784,2,Not eroded,0,1,0,1,1,1,0.3679927,0.99,-0.6220073,0.6385097749907783,0.8559822747415065,0.9709910403211164,1,0.9097503043310095,0.2857142857142857
2401,0.0964,0.171,0.2469489,0,Not eroded,0,1,1,1,1,1,0.3065859,0.3861232,-0.0795373,0.1567687200295094,0.4276218611521418,0.6832241097951983,1,0.01447938834333545,0.0
2407,0.055,0.0608,0.2605587,0,Not eroded,0,1,1,1,1,1,0.3476877,0.3901556,-0.0424679,0.004057543341940232,0.0206794682422452,0.7316404420131015,1,0.16510730800828025,0.0
2408,0.0923,0.0817,0.2983987,0,ERODED,1,1,1,1,1,1,0.3901556,0.99,-0.5998444,0.14164514939136846,0.09785819793205315,0.8662547648632142,1,0.5839055622163898,0.0
2410,0.0938,0.176,0.3005059,0,Not eroded,0,1,1,1,1,1,0.3861232,0.99,-0.6038768,0.1471781630394688,0.44608567208271777,0.8737510466050152,1,0.6072272239834964,0.0
2413,0.0761,0.154,0.3076068,0,ERODED,1,1,1,1,1,1,0.3893806,0.99,-0.6006194,0.0818886019918849,0.3648449039881831,0.8990122211590947,1,0.6858171955296479,0.0
2414,0.114,0.0564,0.2756168,0,Not eroded,0,1,1,1,1,1,0.3642182,0.99,-0.6257818,0.2216894135005533,0.004431314623338256,0.7852090449441079,1,0.3317644430952553,0.0
2416,0.126,0.163,0.2604145,0,Not eroded,0,1,1,1,1,1,0.2368896,0.3308816,-0.093992,0.26595352268535594,0.39807976366322007,0.7311274561421982,1,0.16351135905857636,0.0
2420,0.225,0.168,0.3033116,0,ERODED,1,1,1,1,1,1,0.3770868,0.99,-0.6129132,0.6311324234599779,0.41654357459379615,0.8837322148296602,1,0.6382796093384571,0.0
2428,0.116,0.134,0.3203798,0,ERODED,1,1,1,1,1,1,0.3415885,0.99,-0.6484115,0.22906676503135376,0.29098966026587886,0.9444516700429342,1,0.8271837415391662,0.0
2432,0.0547,0.214,0.2828331,3,Not eroded,0,1,0,0,1,1,0.3861232,0.99,-0.6038768,0.002950940612320159,0.586410635155096,0.8108807504933486,1,0.41163161650545566,0.42857142857142855
2437,0.14,0.158,0.2782604,0,Not eroded,0,1,1,1,1,1,0.3415885,0.99,-0.6484115,0.3175949834009591,0.379615952732644,0.7946135487466068,1,0.3610227693326909,0.0
2439,0.0994,0.0555,0.25787,0,Not eroded,0,1,1,1,1,1,0.3476877,0.3901556,-0.0424679,0.16783474732571005,0.0011078286558345702,0.7220754967211592,1,0.13534983268879452,0.0
2440,0.283,0.173,0.2976612,0,Not eroded,0,1,1,1,1,1,0.3647194,0.99,-0.6252806,0.8450756178531905,0.4350073855243721,0.8636311374028031,1,0.5757432019500452,0.0
2444,0.309,0.0788,0.2918065,5,Not eroded,0,0,0,0,0,1,0.4096316,0.99,-0.5803684,0.9409811877535964,0.08714918759231903,0.8428032707011499,1,0.5109456824227667,0.7142857142857143
2448,0.0689,0.204,0.2676768,4,Not eroded,0,0,0,0,1,1,0.3065859,0.3861232,-0.0795373,0.055330136481003316,0.5494830132939438,0.7569628048957492,1,0.24388764239725347,0.5714285714285714
2450,0.224,0.159,0.318706,0,ERODED,1,1,1,1,1,1,0.2960408,0.99,-0.6939592,0.6274437476945777,0.3833087149187592,0.9384971918826139,1,0.8086587807068847,0.0
2451,0.147,0.0556,0.2708868,0,ERODED,1,1,1,1,1,1,0.2891981,0.3642182,-0.0750201,0.34341571375876057,0.0014771048744460764,0.7683822545878438,1,0.27941466131924153,0.0
2453,0.0843,0.0991,0.2487986,0,Not eroded,0,1,1,1,1,1,0.3476877,0.3901556,-0.0424679,0.11213574326816671,0.16211225997045786,0.6898043453389577,1,0.03495114127168506,0.0
2454,0.249,0.0646,0.2761874,0,ERODED,1,1,1,1,1,1,0.3873386,0.99,-0.6026614,0.7196606418295831,0.034711964549483026,0.7872389321697495,1,0.3380796197297996,0.0
2467,0.258,0.162,0.3251652,0,ERODED,1,1,1,1,1,1,0.2960408,0.99,-0.6939592,0.7528587237181852,0.3943870014771048,0.9614755437365633,1,0.8801466687507803,0.0
2469,0.154,0.0638,0.2723394,0,Not eroded,0,1,1,1,1,1,0.2891981,0.3642182,-0.0750201,0.36923644411656215,0.03175775480059082,0.773549822383089,1,0.2954914674519771,0.0
2475,0.0549,0.215,0.3156542,0,ERODED,1,1,1,1,1,1,0.3861232,0.99,-0.6038768,0.0036886757654001987,0.5901033973412111,0.9276405325149085,1,0.7748826572345722,0.0
2480,0.243,0.0662,0.2949765,0,ERODED,1,1,1,1,1,1,0.3873386,0.99,-0.6026614,0.6975285872371818,0.04062038404726733,0.8540804219547137,1,0.5460299970591223,0.0
2486,0.225,0.317,0.3253557,0,ERODED,1,1,1,1,1,1,0.3679927,0.99,-0.6220073,0.6311324234599779,0.9667651403249631,0.9621532400500663,1,0.8822550479111044,0.0
2489,0.156,0.252,0.2943497,5,Not eroded,0,0,0,0,0,1,0.2528316,0.99,-0.7371684,0.3766137956473626,0.726735598227474,0.8518506054229364,1,0.5390928209032649,0.7142857142857143
2500,0.209,0.0647,0.3130369,0,ERODED,1,1,1,1,1,1,0.3492331,0.99,-0.6407669,0.5721136112135743,0.03508124076809451,0.9183295899357437,1,0.7459154090649399,0.0
2503,0.228,0.196,0.3063269,0,ERODED,1,1,1,1,1,1,0.3770868,0.99,-0.6129132,0.6421984507561785,0.5199409158050221,0.8944590268722062,1,0.6716517651501298,0.0
2505,0.109,0.109,0.3252244,0,ERODED,1,1,1,1,1,1,0.3415885,0.99,-0.6484115,0.20324603467355218,0.19867060561299849,0.9616861454255891,1,0.8808018710935166,0.0
2507,0.132,0.056,0.2848201,0,Not eroded,0,1,1,1,1,1,0.3642182,0.99,-0.6257818,0.2880855772777573,0.0029542097488921785,0.8179494254273649,1,0.433622951894238,0.0
2509,0.233,0.215,0.3036955,0,ERODED,1,1,1,1,1,1,0.3770868,0.99,-0.6129132,0.6606418295831796,0.5901033973412111,0.8850979240934593,1,0.6425284637198125,0.0
2514,0.135,0.107,0.2918726,0,ERODED,1,1,1,1,1,1,0.3415885,0.99,-0.6484115,0.29915160457395795,0.19128508124076807,0.8430384188708219,1,0.5116772512547736,0.0
2515,0.263,0.147,0.2806391,0,Not eroded,0,1,1,1,1,1,0.2960408,0.99,-0.6939592,0.7713021025451863,0.33899556868537656,0.8030756811399355,1,0.3873492864385264,0.0
2516,0.075,0.249,0.3243226,0,ERODED,1,1,1,1,1,1,0.3314033,0.99,-0.6585967,0.07783105864994465,0.7156573116691284,0.9584780271289127,1,0.8708211029739374,0.0
2519,0.19,0.131,0.2689566,2,Not eroded,0,1,0,1,1,1,0.2729057,0.3623308,-0.0894251,0.5020287716709702,0.2799113737075332,0.7615156434365413,1,0.25805196601605734,0.2857142857142857
2526,0.228,0.141,0.2529592,0,Not eroded,0,1,1,1,1,1,0.2716224,0.2960408,-0.0244184,0.6421984507561785,0.3168389955686853,0.7046055174227361,1,0.08099902754172333,0.0
