Before erosion ID,Initial X,Initial Y,Initial Z,Initial connectivity,Before erosion ID.1,Erosion state,Encoded erosion state,Unnamed: 8,Z location Half,Unnamed: 10,Z location 0.22,Unnamed: 12,Z location 0.23,Unnamed: 14,Z location 0.24,Unnamed: 16,Z location 0.25,Force X,Force Y,Force Z,Sum of contact force (vector),Sum force by connectivity,3 connectivity,Unnamed: 24,4Connectivity,5Connectivity,2Connectivity,1 connectivity,0Connectivity,Normalized X,Normalized Y,Normalized Z,Threshold Z
5907,0.324,0.264,0.285,3,5907,Not eroded,0,0,1,0,1,0,1,0,1,0,1,8.50E-08,1.06E-06,7.62E-08,1.06E-06,3.54E-07,1,0.0019,1,1,0,0,0,0.996289425,0.773738872,0.817857143,1
5910,0.243,0.0982,0.289,0,5910,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.695732839,0.158753709,0.832142857,1
5914,0.0799,0.0629,0.253,9,5914,Not eroded,0,0,1,0,1,0,1,0,1,0,1,7.08E-08,1.89E-07,9.05E-08,2.21E-07,2.46E-08,0,0.000395,0,0,0,0,0,0.090538033,0.027818991,0.703571429,1
5915,0.316,0.278,0.273,3,5915,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-5.90E-07,-5.25E-07,3.49E-07,8.63E-07,2.88E-07,1,0.00154,1,1,0,0,0,0.966604824,0.825667656,0.775,1
5917,0.106,0.186,0.236,4,5917,Not eroded,0,0,1,0,1,0,1,0,0,0,0,1.40E-07,3.09E-07,-3.66E-08,3.41E-07,8.53E-08,0,0.00061,1,1,0,0,0,0.187384045,0.484421365,0.642857143,1
5920,0.324,0.131,0.237,0,5920,Not eroded,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.996289425,0.28041543,0.646428571,1
5922,0.27,0.325,0.273,0,5922,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.795918367,1,0.775,1
5930,0.274,0.107,0.247,0,5930,Not eroded,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.810760668,0.191394659,0.682142857,1
5932,0.239,0.325,0.264,3,5932,Not eroded,0,0,1,0,1,0,1,0,1,0,1,6.80E-07,-6.45E-07,7.63E-08,9.41E-07,3.14E-07,1,0.00168,1,1,0,0,0,0.680890538,1,0.742857143,1
5934,0.219,0.258,0.285,2,5934,Not eroded,0,0,1,0,1,0,1,0,1,0,1,4.98E-07,1.87E-06,-1.05E-08,1.93E-06,9.65E-07,1,0.00345,1,1,1,0,0,0.606679035,0.75148368,0.817857143,1
5935,0.192,0.196,0.262,0,5935,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.506493506,0.521513353,0.735714286,1
5940,0.143,0.0848,0.257,5,5940,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-9.85E-08,2.34E-07,-1.83E-07,3.13E-07,6.25E-08,0,0.00056,0,1,0,0,0,0.324675325,0.109050445,0.717857143,1
5943,0.086,0.144,0.23,3,5943,Not eroded,0,0,1,0,1,0,0,0,0,0,0,-1.59E-10,3.97E-07,8.48E-08,4.06E-07,1.35E-07,1,0.000726,1,1,0,0,0,0.113172542,0.328635015,0.621428571,1
5944,0.094,0.138,0.24,0,5944,Not eroded,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.142857143,0.306379822,0.657142857,1
5946,0.0654,0.198,0.28,0,5946,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.036734694,0.528931751,0.8,1
5952,0.148,0.17,0.232,4,5952,Not eroded,0,0,1,0,1,0,1,0,0,0,0,6.13E-07,1.29E-06,6.77E-07,1.58E-06,3.96E-07,0,0.00283,1,1,0,0,0,0.3432282,0.425074184,0.628571429,1
5953,0.107,0.266,0.265,2,5953,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-5.83E-08,7.14E-09,5.01E-08,7.72E-08,3.86E-08,1,0.000138,1,1,1,0,0,0.19109462,0.78115727,0.746428571,1
5960,0.274,0.147,0.276,0,5960,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.810760668,0.339762611,0.785714286,1
5961,0.0811,0.325,0.228,4,5961,Not eroded,0,0,1,0,1,0,0,0,0,0,0,-4.28E-07,-5.98E-07,-9.55E-08,7.42E-07,1.85E-07,0,0.00133,1,1,0,0,0,0.094990724,1,0.614285714,1
5966,0.0558,0.281,0.227,4,5966,Not eroded,0,0,1,0,1,0,0,0,0,0,0,-1.61E-07,-1.01E-07,-2.10E-08,1.91E-07,4.78E-08,0,0.000342,1,1,0,0,0,0.001113173,0.836795252,0.610714286,1
5967,0.14,0.213,0.289,3,5967,Not eroded,0,0,1,0,1,0,1,0,1,0,1,6.54E-07,4.75E-07,2.75E-08,8.08E-07,2.69E-07,1,0.00145,1,1,0,0,0,0.313543599,0.584569733,0.832142857,1
5973,0.25,0.192,0.245,5,5973,Not eroded,0,0,1,0,1,0,1,0,1,0,0,3.02E-06,8.43E-07,1.97E-06,3.70E-06,7.40E-07,0,0.00662,0,1,0,0,0,0.721706865,0.506676558,0.675,1
5977,0.149,0.171,0.242,3,5977,Not eroded,0,0,1,0,1,0,1,0,1,0,0,3.47E-07,-1.66E-07,1.55E-06,1.59E-06,5.31E-07,1,0.00284,1,1,0,0,0,0.346938776,0.428783383,0.664285714,1
5979,0.232,0.118,0.249,0,5979,Not eroded,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.654916512,0.232195846,0.689285714,1
5982,0.176,0.161,0.255,3,5982,Not eroded,0,0,1,0,1,0,1,0,1,0,1,8.08E-07,7.12E-07,7.16E-07,1.29E-06,4.31E-07,1,0.00231,1,1,0,0,0,0.447124304,0.391691395,0.710714286,1
5984,0.0599,0.275,0.253,3,5984,Not eroded,0,0,1,0,1,0,1,0,1,0,1,8.43E-07,-5.49E-07,3.82E-08,1.01E-06,3.36E-07,1,0.00181,1,1,0,0,0,0.016326531,0.814540059,0.703571429,1
5990,0.316,0.194,0.321,0,5990,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.966604824,0.514094955,0.946428571,1
5991,0.191,0.249,0.231,5,5991,Not eroded,0,0,1,0,1,0,1,0,0,0,0,1.78E-06,1.39E-06,2.75E-07,2.27E-06,4.54E-07,0,0.00406,0,1,0,0,0,0.502782931,0.71810089,0.625,1
5992,0.211,0.177,0.307,0,5992,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.576994434,0.451038576,0.896428571,1
5994,0.263,0.0562,0.283,0,5994,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.769944341,0.002967359,0.810714286,1
5997,0.325,0.259,0.275,3,5997,Not eroded,0,0,1,0,1,0,1,0,1,0,1,2.64E-07,-2.11E-06,-6.25E-07,2.21E-06,7.38E-07,1,0.00395,1,1,0,0,0,1,0.755192878,0.782142857,1
5999,0.316,0.0839,0.266,0,5999,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.966604824,0.105712166,0.75,1
6002,0.234,0.318,0.259,5,6002,Not eroded,0,0,1,0,1,0,1,0,1,0,1,2.15E-08,-1.27E-07,-2.10E-07,2.47E-07,4.93E-08,0,0.000442,0,1,0,0,0,0.662337662,0.974035608,0.725,1
6009,0.056,0.101,0.238,4,6009,Not eroded,0,0,1,0,1,0,1,0,0,0,0,-3.50E-07,-7.10E-08,4.98E-09,3.58E-07,8.94E-08,0,0.00064,1,1,0,0,0,0.001855288,0.169139466,0.65,1
6010,0.101,0.0715,0.251,5,6010,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.50E-07,2.42E-07,1.33E-07,4.46E-07,8.91E-08,0,0.000798,0,1,0,0,0,0.168831169,0.059718101,0.696428571,1
6011,0.0682,0.307,0.302,0,6011,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.047124304,0.933234421,0.878571429,1
6013,0.256,0.239,0.247,3,6013,Not eroded,0,0,1,0,1,0,1,0,1,0,0,5.35E-06,1.94E-06,3.42E-08,5.69E-06,1.90E-06,1,0.0102,1,1,0,0,0,0.743970315,0.681008902,0.682142857,1
6014,0.0888,0.314,0.312,0,6014,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.123562152,0.959198813,0.914285714,1
6019,0.0619,0.222,0.325,0,6019,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.023747681,0.617952522,0.960714286,1
6021,0.191,0.198,0.283,5,6021,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.02E-06,1.80E-06,1.72E-06,2.69E-06,5.39E-07,0,0.00481,0,1,0,0,0,0.502782931,0.528931751,0.810714286,1
6022,0.0989,0.258,0.276,0,6022,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.161038961,0.75148368,0.785714286,1
6028,0.145,0.209,0.241,0,6028,Not eroded,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.332096475,0.569732938,0.660714286,1
6035,0.267,0.153,0.254,0,6035,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.784786642,0.362017804,0.707142857,1
6041,0.238,0.291,0.265,0,6041,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.677179963,0.87388724,0.746428571,1
6043,0.0645,0.211,0.246,4,6043,Not eroded,0,0,1,0,1,0,1,0,1,0,0,8.18E-08,2.65E-07,9.29E-09,2.78E-07,6.95E-08,0,0.000497,1,1,0,0,0,0.033395176,0.577151335,0.678571429,1
6044,0.0823,0.251,0.24,3,6044,Not eroded,0,0,1,0,1,0,1,0,0,0,0,2.79E-07,3.41E-07,5.40E-08,4.44E-07,1.48E-07,1,0.000794,1,1,0,0,0,0.099443414,0.725519288,0.657142857,1
6045,0.0936,0.0561,0.294,3,6045,Not eroded,0,0,1,0,1,0,1,0,1,0,1,8.34E-08,-7.64E-07,3.67E-08,7.70E-07,2.57E-07,1,0.00138,1,1,0,0,0,0.141372913,0.002596439,0.85,1
6056,0.219,0.147,0.256,0,6056,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.606679035,0.339762611,0.714285714,1
6057,0.0603,0.257,0.253,4,6057,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.68E-07,2.73E-07,7.21E-09,3.21E-07,8.02E-08,0,0.000574,1,1,0,0,0,0.017810761,0.747774481,0.703571429,1
6059,0.315,0.0561,0.305,0,6059,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.962894249,0.002596439,0.889285714,1
6061,0.238,0.163,0.292,7,6061,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-2.99E-06,-4.74E-06,-6.00E-07,5.64E-06,8.06E-07,0,0.0101,0,0,0,0,0,0.677179963,0.399109792,0.842857143,1
6062,0.0654,0.0717,0.246,5,6062,Not eroded,0,0,1,0,1,0,1,0,1,0,0,4.29E-08,2.00E-07,-7.22E-08,2.17E-07,4.33E-08,0,0.000388,0,1,0,0,0,0.036734694,0.060459941,0.678571429,1
6064,0.237,0.134,0.295,3,6064,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-5.57E-07,7.00E-07,2.22E-06,2.39E-06,7.98E-07,1,0.00428,1,1,0,0,0,0.673469388,0.291543027,0.853571429,1
6069,0.157,0.148,0.231,0,6069,Not eroded,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.376623377,0.34347181,0.625,1
6071,0.29,0.265,0.246,4,6071,Not eroded,0,0,1,0,1,0,1,0,1,0,0,-1.91E-06,2.30E-06,-2.65E-06,3.99E-06,9.98E-07,0,0.00714,1,1,0,0,0,0.87012987,0.777448071,0.678571429,1
6076,0.0754,0.0564,0.285,4,6076,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.53E-07,1.32E-07,-2.76E-08,2.04E-07,5.10E-08,0,0.000365,1,1,0,0,0,0.073840445,0.003709199,0.817857143,1
6078,0.0624,0.251,0.307,0,6078,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.025602968,0.725519288,0.896428571,1
6081,0.0978,0.31,0.31,0,6081,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.156957328,0.944362018,0.907142857,1
6082,0.162,0.139,0.32,0,6082,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.395176252,0.310089021,0.942857143,1
6086,0.28,0.323,0.276,0,6086,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.833024119,0.992581602,0.785714286,1
6095,0.236,0.28,0.281,5,6095,Not eroded,0,0,1,0,1,0,1,0,1,0,1,8.07E-07,3.18E-06,-1.57E-06,3.64E-06,7.27E-07,0,0.00651,0,1,0,0,0,0.669758813,0.833086053,0.803571429,1
6097,0.259,0.188,0.242,5,6097,Not eroded,0,0,1,0,1,0,1,0,1,0,0,5.72E-06,1.20E-06,5.06E-06,7.73E-06,1.55E-06,0,0.0138,0,1,0,0,0,0.755102041,0.491839763,0.664285714,1
6098,0.179,0.0742,0.294,5,6098,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.02E-07,-5.39E-07,-6.55E-07,8.54E-07,1.71E-07,0,0.00153,0,1,0,0,0,0.45825603,0.069732938,0.85,1
6105,0.273,0.228,0.328,0,6105,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.807050093,0.640207715,0.971428571,1
6108,0.261,0.224,0.306,6,6108,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.27E-07,2.65E-05,1.45E-05,3.02E-05,5.03E-06,0,0.054,0,0,0,0,0,0.762523191,0.62537092,0.892857143,1
6112,0.201,0.165,0.251,0,6112,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.539888683,0.40652819,0.696428571,1
6117,0.147,0.317,0.304,3,6117,Not eroded,0,0,1,0,1,0,1,0,1,0,1,2.88E-08,4.43E-07,6.62E-07,7.97E-07,2.66E-07,1,0.00143,1,1,0,0,0,0.339517625,0.970326409,0.885714286,1
6118,0.216,0.16,0.268,6,6118,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.41E-06,1.65E-06,1.25E-06,2.50E-06,4.17E-07,0,0.00447,0,0,0,0,0,0.59554731,0.387982196,0.757142857,1
6124,0.199,0.253,0.294,4,6124,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-2.75E-06,3.70E-06,1.13E-06,4.75E-06,1.19E-06,0,0.0085,1,1,0,0,0,0.532467532,0.732937685,0.85,1
6125,0.307,0.209,0.288,0,6125,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.933209647,0.569732938,0.828571429,1
6126,0.157,0.0561,0.237,3,6126,Not eroded,0,0,1,0,1,0,1,0,0,0,0,-1.07E-07,-8.45E-07,-6.32E-08,8.54E-07,2.85E-07,1,0.00153,1,1,0,0,0,0.376623377,0.002596439,0.646428571,1
6129,0.242,0.215,0.287,0,6129,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.692022263,0.591988131,0.825,1
6130,0.182,0.268,0.325,0,6130,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.469387755,0.788575668,0.960714286,1
6131,0.187,0.199,0.273,5,6131,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.07E-06,2.76E-06,-1.31E-06,4.33E-06,8.67E-07,0,0.00775,0,1,0,0,0,0.487940631,0.53264095,0.775,1
6136,0.189,0.0738,0.286,0,6136,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.495361781,0.068249258,0.821428571,1
6137,0.2,0.0856,0.24,0,6137,Not eroded,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.536178108,0.112017804,0.657142857,1
6138,0.0884,0.208,0.287,0,6138,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.122077922,0.566023739,0.825,1
6143,0.177,0.105,0.287,4,6143,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-2.06E-07,1.28E-06,4.92E-08,1.29E-06,3.24E-07,0,0.00231,1,1,0,0,0,0.450834879,0.183976261,0.825,1
6146,0.184,0.144,0.325,0,6146,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.476808905,0.328635015,0.960714286,1
6149,0.0666,0.264,0.296,0,6149,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.041187384,0.773738872,0.857142857,1
6154,0.171,0.159,0.334,0,6154,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.428571429,0.384272997,0.992857143,1
6157,0.199,0.0886,0.294,4,6157,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-1.29E-06,8.58E-07,2.14E-07,1.57E-06,3.92E-07,0,0.00281,1,1,0,0,0,0.532467532,0.123145401,0.85,1
6159,0.0828,0.321,0.307,0,6159,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.101298701,0.985163205,0.896428571,1
6160,0.278,0.284,0.256,0,6160,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.825602968,0.847922849,0.714285714,1
6161,0.0968,0.291,0.257,4,6161,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-1.09E-07,-1.98E-07,1.25E-07,2.58E-07,6.46E-08,0,0.000461,1,1,0,0,0,0.153246753,0.87388724,0.717857143,1
6163,0.274,0.243,0.24,3,6163,Not eroded,0,0,1,0,1,0,1,0,0,0,0,-1.21E-05,5.42E-06,9.39E-06,1.63E-05,5.42E-06,1,0.0292,1,1,0,0,0,0.810760668,0.695845697,0.657142857,1
6169,0.13,0.235,0.333,0,6169,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.276437848,0.666172107,0.989285714,1
6170,0.101,0.246,0.289,2,6170,Not eroded,0,0,1,0,1,0,1,0,1,0,1,4.22E-08,5.27E-07,1.25E-07,5.44E-07,2.72E-07,1,0.000973,1,1,1,0,0,0.168831169,0.706973294,0.832142857,1
6171,0.257,0.0832,0.269,0,6171,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.747680891,0.103115727,0.760714286,1
6173,0.164,0.18,0.281,4,6173,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-1.35E-06,-4.39E-07,-8.39E-07,1.65E-06,4.13E-07,0,0.00295,1,1,0,0,0,0.402597403,0.462166172,0.803571429,1
6174,0.204,0.192,0.318,0,6174,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.551020408,0.506676558,0.935714286,1
6175,0.311,0.148,0.232,0,6175,Not eroded,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.948051948,0.34347181,0.628571429,1
6177,0.198,0.29,0.282,3,6177,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.15E-06,1.11E-06,-5.39E-07,1.69E-06,5.63E-07,1,0.00302,1,1,0,0,0,0.528756957,0.870178042,0.807142857,1
6187,0.288,0.167,0.265,0,6187,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.86270872,0.413946588,0.746428571,1
6191,0.103,0.141,0.328,0,6191,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.176252319,0.317507418,0.971428571,1
6192,0.233,0.325,0.301,3,6192,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-1.68E-07,5.96E-07,3.12E-07,6.93E-07,2.31E-07,1,0.00124,1,1,0,0,0,0.658627087,1,0.875,1
6193,0.146,0.0686,0.289,0,6193,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.33580705,0.048961424,0.832142857,1
6194,0.213,0.11,0.232,4,6194,Not eroded,0,0,1,0,1,0,1,0,0,0,0,-1.62E-07,-1.98E-07,1.74E-06,1.76E-06,4.40E-07,0,0.00315,1,1,0,0,0,0.584415584,0.202522255,0.628571429,1
6196,0.259,0.216,0.232,5,6196,Not eroded,0,0,1,0,1,0,1,0,0,0,0,-1.41E-06,-4.11E-06,2.07E-05,2.12E-05,4.24E-06,0,0.0379,0,1,0,0,0,0.755102041,0.595697329,0.628571429,1
6200,0.0967,0.325,0.273,0,6200,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.152875696,1,0.775,1
6201,0.12,0.257,0.31,4,6201,Not eroded,0,0,1,0,1,0,1,0,1,0,1,2.62E-08,8.72E-07,4.25E-07,9.71E-07,2.43E-07,0,0.00174,1,1,0,0,0,0.239332096,0.747774481,0.907142857,1
6202,0.188,0.24,0.242,5,6202,Not eroded,0,0,1,0,1,0,1,0,1,0,0,1.20E-06,2.48E-07,-2.52E-07,1.25E-06,2.49E-07,0,0.00224,0,1,0,0,0,0.491651206,0.684718101,0.664285714,1
6212,0.165,0.294,0.233,0,6212,Not eroded,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.406307978,0.885014837,0.632142857,1
6214,0.253,0.146,0.297,3,6214,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.12E-06,-2.46E-06,4.51E-08,2.70E-06,9.00E-07,1,0.00483,1,1,0,0,0,0.73283859,0.336053412,0.860714286,1
6218,0.239,0.0569,0.314,0,6218,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.680890538,0.005563798,0.921428571,1
6219,0.246,0.231,0.24,3,6219,Not eroded,0,0,1,0,1,0,1,0,0,0,0,-7.32E-06,8.95E-06,4.77E-06,1.25E-05,4.17E-06,1,0.0224,1,1,0,0,0,0.706864564,0.651335312,0.657142857,1
6221,0.147,0.253,0.232,3,6221,Not eroded,0,0,1,0,1,0,1,0,0,0,0,4.09E-08,1.99E-07,8.86E-08,2.22E-07,7.40E-08,1,0.000397,1,1,0,0,0,0.339517625,0.732937685,0.628571429,1
6227,0.307,0.166,0.248,0,6227,Not eroded,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.933209647,0.410237389,0.685714286,1
6231,0.199,0.302,0.294,5,6231,Not eroded,0,0,1,0,1,0,1,0,1,0,1,9.11E-09,-2.77E-07,-2.15E-07,3.51E-07,7.01E-08,0,0.000628,0,1,0,0,0,0.532467532,0.914688427,0.85,1
6233,0.09,0.0678,0.269,7,6233,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.81E-07,6.63E-08,3.51E-08,1.96E-07,2.80E-08,0,0.000351,0,0,0,0,0,0.128014842,0.045994065,0.760714286,1
6246,0.219,0.251,0.298,4,6246,Not eroded,0,0,1,0,1,0,1,0,1,0,1,8.66E-06,-2.12E-06,3.36E-06,9.53E-06,2.38E-06,0,0.017,1,1,0,0,0,0.606679035,0.725519288,0.864285714,1
6250,0.195,0.168,0.241,5,6250,Not eroded,0,0,1,0,1,0,1,0,1,0,0,3.58E-06,5.27E-07,-5.79E-07,3.67E-06,7.33E-07,0,0.00656,0,1,0,0,0,0.517625232,0.417655786,0.660714286,1
6255,0.275,0.143,0.264,0,6255,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.814471243,0.324925816,0.742857143,1
6263,0.178,0.218,0.282,4,6263,Not eroded,0,0,1,0,1,0,1,0,1,0,1,2.41E-06,1.32E-06,5.78E-06,6.40E-06,1.60E-06,0,0.0114,1,1,0,0,0,0.454545455,0.603115727,0.807142857,1
6264,0.163,0.218,0.256,4,6264,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-3.04E-07,8.20E-08,7.89E-07,8.49E-07,2.12E-07,0,0.00152,1,1,0,0,0,0.398886827,0.603115727,0.714285714,1
6265,0.0893,0.316,0.281,0,6265,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.12541744,0.966617211,0.803571429,1
6268,0.324,0.278,0.294,3,6268,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.09E-07,1.42E-06,-2.44E-07,1.47E-06,4.91E-07,1,0.00263,1,1,0,0,0,0.996289425,0.825667656,0.85,1
6282,0.0804,0.106,0.332,0,6282,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.092393321,0.18768546,0.985714286,1
6287,0.216,0.226,0.255,5,6287,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-8.65E-07,3.17E-06,6.28E-06,7.08E-06,1.42E-06,0,0.0127,0,1,0,0,0,0.59554731,0.632789318,0.710714286,1
6290,0.1,0.0618,0.249,4,6290,Not eroded,0,0,1,0,1,0,1,0,1,0,0,1.97E-07,2.01E-07,1.81E-07,3.34E-07,8.36E-08,0,0.000597,1,1,0,0,0,0.165120594,0.023738872,0.689285714,1
6291,0.271,0.209,0.269,4,6291,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0.000227033,-0.00022,-0.000461,0.000559064,0.000139766,0,1,1,1,0,0,0,0.799628942,0.569732938,0.760714286,1
6293,0.287,0.0657,0.256,0,6293,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.858998145,0.038204748,0.714285714,1
6297,0.154,0.099,0.317,0,6297,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.365491651,0.161721068,0.932142857,1
6309,0.0841,0.0856,0.289,5,6309,Not eroded,0,0,1,0,1,0,1,0,1,0,1,6.07E-08,3.76E-07,1.49E-07,4.09E-07,8.17E-08,0,0.000732,0,1,0,0,0,0.106122449,0.112017804,0.832142857,1
6318,0.286,0.168,0.228,0,6318,Not eroded,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.85528757,0.417655786,0.614285714,1
6323,0.127,0.247,0.237,0,6323,Not eroded,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.265306122,0.710682493,0.646428571,1
6324,0.195,0.312,0.248,5,6324,Not eroded,0,0,1,0,1,0,1,0,1,0,0,-2.32E-07,5.80E-07,-6.15E-08,6.27E-07,1.25E-07,0,0.00112,0,1,0,0,0,0.517625232,0.951780415,0.685714286,1
6326,0.152,0.26,0.278,5,6326,Not eroded,0,0,1,0,1,0,1,0,1,0,1,7.20E-08,1.32E-06,1.28E-06,1.84E-06,3.68E-07,0,0.00329,0,1,0,0,0,0.358070501,0.758902077,0.792857143,1
