Before erosion ID,Initial X,Initial Y,Initial Z,Initial connectivity,Before erosion ID.1,Erosion state,Encoded erosion state,Unnamed: 8,Z location Half,Unnamed: 10,Z location 0.22,Unnamed: 12,Z location 0.23,Unnamed: 14,Z location 0.24,Unnamed: 16,Z location 0.25,Force X,Force Y,Force Z,Sum of contact force (vector),Sum force by connectivity,3 connectivity,Unnamed: 24,4Connectivity,5Connectivity,2Connectivity,1 connectivity,0Connectivity,Normalized X,Normalized Y,Normalized Z,Threshold Z
1125,0.123,0.21,0.246,3,1125,Not eroded,0,0,1,0,1,0,1,0,1,0,0,8.40E-07,4.12E-07,5.41E-07,1.08E-06,3.60E-07,1,0.00193,1,1,0,0,0,0.250463822,0.573442136,0.678571429,1
1131,0.22,0.252,0.267,4,1131,Not eroded,0,0,1,0,1,0,1,0,1,0,1,6.68E-08,-8.95E-07,8.35E-07,1.23E-06,3.06E-07,0,0.0022,1,1,0,0,0,0.61038961,0.729228487,0.753571429,1
1133,0.0968,0.287,0.248,3,1133,Not eroded,0,0,1,0,1,0,1,0,1,0,0,-3.88E-08,1.39E-07,1.27E-07,1.92E-07,6.41E-08,1,0.000343,1,1,0,0,0,0.153246753,0.859050445,0.685714286,1
1139,0.213,0.325,0.237,4,1139,Not eroded,0,0,1,0,1,0,1,0,0,0,0,-9.16E-08,-5.66E-07,5.59E-08,5.76E-07,1.44E-07,0,0.00103,1,1,0,0,0,0.584415584,1,0.646428571,1
1141,0.285,0.268,0.263,5,1141,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-2.48E-06,4.00E-06,3.98E-07,4.73E-06,9.46E-07,0,0.00846,0,1,0,0,0,0.851576994,0.788575668,0.739285714,1
1142,0.267,0.22,0.298,4,1142,Not eroded,0,0,1,0,1,0,1,0,1,0,1,8.67E-05,-0.000149,-0.000138,0.000220934,5.52E-05,0,0.395,1,1,0,0,0,0.784786642,0.610534125,0.864285714,1
1152,0.115,0.282,0.262,4,1152,Not eroded,0,0,1,0,1,0,1,0,1,0,1,5.80E-07,5.31E-07,4.96E-07,9.29E-07,2.32E-07,0,0.00166,1,1,0,0,0,0.220779221,0.840504451,0.735714286,1
1153,0.152,0.171,0.269,5,1153,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-1.25E-07,2.26E-07,7.13E-07,7.58E-07,1.52E-07,0,0.00136,0,1,0,0,0,0.358070501,0.428783383,0.760714286,1
1160,0.233,0.239,0.227,5,1160,Not eroded,0,0,1,0,1,0,0,0,0,0,0,1.81E-07,6.97E-06,3.76E-06,7.92E-06,1.58E-06,0,0.0142,0,1,0,0,0,0.658627087,0.681008902,0.610714286,1
1163,0.189,0.241,0.288,5,1163,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-2.56E-07,-2.50E-07,1.47E-06,1.52E-06,3.03E-07,0,0.00272,0,1,0,0,0,0.495361781,0.6884273,0.828571429,1
1165,0.289,0.152,0.254,0,1165,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.866419295,0.358308605,0.707142857,1
1168,0.194,0.195,0.318,0,1168,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.513914657,0.517804154,0.935714286,1
1171,0.152,0.078,0.252,5,1171,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.39E-07,-3.08E-07,7.88E-08,3.47E-07,6.94E-08,0,0.000621,0,1,0,0,0,0.358070501,0.083827893,0.7,1
1173,0.178,0.13,0.311,0,1173,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.454545455,0.276706231,0.910714286,1
1176,0.242,0.196,0.241,4,1176,Not eroded,0,0,1,0,1,0,1,0,1,0,0,-5.75E-06,8.75E-07,9.06E-06,1.08E-05,2.69E-06,0,0.0193,1,1,0,0,0,0.692022263,0.521513353,0.660714286,1
1177,0.128,0.263,0.281,4,1177,Not eroded,0,0,1,0,1,0,1,0,1,0,1,4.00E-07,4.13E-08,5.55E-07,6.85E-07,1.71E-07,0,0.00123,1,1,0,0,0,0.269016698,0.770029674,0.803571429,1
1178,0.056,0.259,0.31,0,1178,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.001855288,0.755192878,0.907142857,1
1180,0.233,0.176,0.28,5,1180,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.42E-06,3.47E-06,8.38E-07,3.84E-06,7.68E-07,0,0.00687,0,1,0,0,0,0.658627087,0.447329377,0.8,1
1181,0.324,0.173,0.286,0,1181,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.996289425,0.43620178,0.821428571,1
1182,0.285,0.127,0.271,0,1182,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.851576994,0.265578635,0.767857143,1
1184,0.128,0.0561,0.26,3,1184,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.30E-07,-8.72E-07,1.02E-07,9.38E-07,3.13E-07,1,0.00168,1,1,0,0,0,0.269016698,0.002596439,0.728571429,1
1188,0.184,0.0903,0.285,4,1188,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-7.97E-07,1.16E-07,-1.11E-08,8.05E-07,2.01E-07,0,0.00144,1,1,0,0,0,0.476808905,0.129451039,0.817857143,1
1194,0.0934,0.325,0.232,3,1194,Not eroded,0,0,1,0,1,0,1,0,0,0,0,-1.35E-07,-6.34E-07,2.37E-07,6.90E-07,2.30E-07,1,0.00123,1,1,0,0,0,0.140630798,1,0.628571429,1
1197,0.169,0.27,0.295,3,1197,Not eroded,0,0,1,0,1,0,1,0,1,0,1,2.36E-07,7.91E-07,1.34E-07,8.37E-07,2.79E-07,1,0.0015,1,1,0,0,0,0.421150278,0.795994065,0.853571429,1
1198,0.227,0.228,0.227,6,1198,Not eroded,0,0,1,0,1,0,0,0,0,0,0,3.71E-06,9.25E-07,1.76E-06,4.21E-06,7.01E-07,0,0.00753,0,0,0,0,0,0.636363636,0.640207715,0.610714286,1
1199,0.164,0.193,0.298,4,1199,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-2.21E-07,5.89E-07,1.16E-06,1.32E-06,3.29E-07,0,0.00236,1,1,0,0,0,0.402597403,0.510385757,0.864285714,1
1200,0.261,0.0774,0.288,0,1200,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.762523191,0.081602374,0.828571429,1
1202,0.289,0.325,0.279,0,1202,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.866419295,1,0.796428571,1
1207,0.262,0.286,0.317,0,1207,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.766233766,0.855341246,0.932142857,1
1210,0.0898,0.325,0.252,0,1210,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.127272727,1,0.7,1
1216,0.206,0.299,0.277,5,1216,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.21E-06,3.15E-07,-1.06E-06,1.64E-06,3.28E-07,0,0.00293,0,1,0,0,0,0.558441558,0.903560831,0.789285714,1
1218,0.0602,0.31,0.307,0,1218,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.017439703,0.944362018,0.896428571,1
1219,0.056,0.32,0.234,3,1219,Not eroded,0,0,1,0,1,0,1,0,0,0,0,-3.28E-07,-3.14E-08,3.25E-07,4.62E-07,1.54E-07,1,0.000826,1,1,0,0,0,0.001855288,0.981454006,0.635714286,1
1225,0.225,0.245,0.272,0,1225,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.628942486,0.703264095,0.771428571,1
1231,0.0559,0.11,0.241,5,1231,Not eroded,0,0,1,0,1,0,1,0,1,0,0,-2.16E-07,9.41E-08,1.71E-07,2.91E-07,5.82E-08,0,0.000521,0,1,0,0,0,0.00148423,0.202522255,0.660714286,1
1232,0.315,0.237,0.289,0,1232,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.962894249,0.673590504,0.832142857,1
1235,0.181,0.22,0.325,0,1235,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.46567718,0.610534125,0.960714286,1
1236,0.308,0.325,0.241,0,1236,Not eroded,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.936920223,1,0.660714286,1
1240,0.197,0.142,0.282,3,1240,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.18E-06,2.52E-06,2.21E-06,3.56E-06,1.19E-06,1,0.00637,1,1,0,0,0,0.525046382,0.321216617,0.807142857,1
1243,0.292,0.0666,0.3,0,1243,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.87755102,0.041543027,0.871428571,1
1244,0.197,0.187,0.324,0,1244,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.525046382,0.488130564,0.957142857,1
1249,0.258,0.113,0.288,0,1249,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.751391466,0.213649852,0.828571429,1
1252,0.28,0.156,0.277,0,1252,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.833024119,0.373145401,0.789285714,1
1253,0.231,0.221,0.289,6,1253,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-5.54E-06,-8.42E-06,-2.24E-05,2.46E-05,4.10E-06,0,0.044,0,0,0,0,0,0.651205937,0.614243323,0.832142857,1
1256,0.294,0.0974,0.322,0,1256,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.884972171,0.15578635,0.95,1
1265,0.188,0.259,0.23,4,1265,Not eroded,0,0,1,0,1,0,0,0,0,0,0,1.58E-06,9.88E-07,-2.62E-08,1.86E-06,4.66E-07,0,0.00333,1,1,0,0,0,0.491651206,0.755192878,0.621428571,1
1268,0.162,0.171,0.286,5,1268,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.18E-07,-2.12E-07,-4.40E-07,5.02E-07,1.00E-07,0,0.000898,0,1,0,0,0,0.395176252,0.428783383,0.821428571,1
1271,0.0978,0.16,0.276,0,1271,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.156957328,0.387982196,0.785714286,1
1277,0.239,0.237,0.289,6,1277,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.13E-05,4.29E-07,2.97E-06,3.14E-05,5.23E-06,0,0.0562,0,0,0,0,0,0.680890538,0.673590504,0.832142857,1
1278,0.0946,0.301,0.264,0,1278,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.145083488,0.910979228,0.742857143,1
1279,0.106,0.109,0.234,6,1279,Not eroded,0,0,1,0,1,0,1,0,0,0,0,1.17E-07,5.11E-08,4.42E-07,4.60E-07,7.67E-08,0,0.000823,0,0,0,0,0,0.187384045,0.198813056,0.635714286,1
1281,0.29,0.179,0.284,0,1281,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.87012987,0.458456973,0.814285714,1
1283,0.0847,0.325,0.285,0,1283,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.108348794,1,0.817857143,1
1287,0.0668,0.103,0.273,5,1287,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.08E-07,4.53E-08,4.07E-07,4.23E-07,8.47E-08,0,0.000757,0,1,0,0,0,0.041929499,0.176557864,0.775,1
1290,0.292,0.236,0.255,4,1290,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.83E-06,2.03E-06,8.26E-06,9.33E-06,2.33E-06,0,0.0167,1,1,0,0,0,0.87755102,0.669881306,0.710714286,1
1292,0.213,0.231,0.247,6,1292,Not eroded,0,0,1,0,1,0,1,0,1,0,0,7.53E-07,-6.82E-07,-5.78E-07,1.17E-06,1.95E-07,0,0.00209,0,0,0,0,0,0.584415584,0.651335312,0.682142857,1
1293,0.213,0.124,0.248,5,1293,Not eroded,0,0,1,0,1,0,1,0,1,0,0,1.15E-06,3.16E-06,-9.41E-07,3.49E-06,6.98E-07,0,0.00624,0,1,0,0,0,0.584415584,0.254451039,0.685714286,1
1305,0.284,0.198,0.289,0,1305,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.847866419,0.528931751,0.832142857,1
1307,0.25,0.2,0.233,5,1307,Not eroded,0,0,1,0,1,0,1,0,0,0,0,-4.44E-07,-3.02E-06,-9.77E-07,3.20E-06,6.40E-07,0,0.00572,0,1,0,0,0,0.721706865,0.536350148,0.632142857,1
1309,0.165,0.153,0.279,0,1309,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.406307978,0.362017804,0.796428571,1
1310,0.0792,0.325,0.247,5,1310,Not eroded,0,0,1,0,1,0,1,0,1,0,0,3.11E-08,-7.04E-07,1.11E-08,7.05E-07,1.41E-07,0,0.00126,0,1,0,0,0,0.087940631,1,0.682142857,1
1312,0.274,0.0944,0.26,0,1312,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.810760668,0.144658754,0.728571429,1
1315,0.279,0.319,0.294,0,1315,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.829313544,0.977744807,0.85,1
1321,0.153,0.292,0.326,0,1321,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.361781076,0.877596439,0.964285714,1
1325,0.104,0.316,0.269,0,1325,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.179962894,0.966617211,0.760714286,1
1326,0.0653,0.195,0.27,2,1326,Not eroded,0,0,1,0,1,0,1,0,1,0,1,2.92E-08,4.34E-08,5.11E-08,7.31E-08,3.65E-08,1,0.000131,1,1,1,0,0,0.036363636,0.517804154,0.764285714,1
1329,0.258,0.222,0.251,5,1329,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-1.78E-06,4.87E-05,-6.19E-06,4.91E-05,9.82E-06,0,0.0878,0,1,0,0,0,0.751391466,0.617952522,0.696428571,1
1332,0.0889,0.292,0.263,3,1332,Not eroded,0,0,1,0,1,0,1,0,1,0,1,4.14E-08,-1.04E-07,-9.61E-08,1.48E-07,4.92E-08,1,0.000265,1,1,0,0,0,0.12393321,0.877596439,0.739285714,1
1336,0.213,0.249,0.323,0,1336,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.584415584,0.71810089,0.953571429,1
1346,0.232,0.106,0.231,0,1346,Not eroded,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.654916512,0.18768546,0.625,1
1348,0.0924,0.185,0.23,0,1348,Not eroded,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.136920223,0.480712166,0.621428571,1
1349,0.2,0.19,0.259,0,1349,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.536178108,0.49925816,0.725,1
1350,0.324,0.182,0.289,0,1350,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.996289425,0.46958457,0.832142857,1
1351,0.227,0.278,0.23,4,1351,Not eroded,0,0,1,0,1,0,0,0,0,0,0,2.54E-07,1.96E-07,1.28E-07,3.46E-07,8.64E-08,0,0.000619,1,1,0,0,0,0.636363636,0.825667656,0.621428571,1
1357,0.324,0.242,0.293,4,1357,Not eroded,0,0,1,0,1,0,1,0,1,0,1,9.34E-07,-6.90E-07,-2.94E-06,3.16E-06,7.90E-07,0,0.00565,1,1,0,0,0,0.996289425,0.692136499,0.846428571,1
1361,0.324,0.191,0.251,0,1361,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.996289425,0.502967359,0.696428571,1
1368,0.271,0.258,0.28,0,1368,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.799628942,0.75148368,0.8,1
1371,0.25,0.171,0.254,5,1371,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.92E-06,4.84E-06,6.62E-07,6.26E-06,1.25E-06,0,0.0112,0,1,0,0,0,0.721706865,0.428783383,0.707142857,1
1377,0.285,0.313,0.316,0,1377,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.851576994,0.955489614,0.928571429,1
1381,0.189,0.217,0.286,5,1381,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.07E-06,2.23E-06,-6.47E-07,2.56E-06,5.11E-07,0,0.00458,0,1,0,0,0,0.495361781,0.599406528,0.821428571,1
1383,0.26,0.21,0.325,3,1383,ERODED,1,1,1,1,1,1,1,1,1,1,1,-6.71E-06,7.52E-06,1.23E-06,1.02E-05,3.39E-06,1,0.0182,1,1,0,0,0,0.758812616,0.573442136,0.960714286,1
1386,0.21,0.0976,0.291,3,1386,Not eroded,0,0,1,0,1,0,1,0,1,0,1,2.66E-07,2.34E-08,5.98E-08,2.73E-07,9.10E-08,1,0.000488,1,1,0,0,0,0.573283859,0.15652819,0.839285714,1
1390,0.119,0.204,0.287,0,1390,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.235621521,0.551186944,0.825,1
1391,0.271,0.0566,0.256,0,1391,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.799628942,0.004451039,0.714285714,1
1393,0.267,0.227,0.313,3,1393,ERODED,1,1,1,1,1,1,1,1,1,1,1,-1.31E-05,4.28E-06,-1.07E-06,1.38E-05,4.60E-06,1,0.0247,1,1,0,0,0,0.784786642,0.636498516,0.917857143,1
1394,0.239,0.168,0.248,0,1394,Not eroded,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.680890538,0.417655786,0.685714286,1
1395,0.118,0.166,0.253,4,1395,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.63E-07,6.32E-08,-2.28E-08,1.76E-07,4.40E-08,0,0.000315,1,1,0,0,0,0.231910946,0.410237389,0.703571429,1
1399,0.222,0.229,0.325,0,1399,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.617810761,0.643916914,0.960714286,1
1403,0.201,0.128,0.228,6,1403,Not eroded,0,0,1,0,1,0,0,0,0,0,0,1.34E-07,1.46E-06,-4.88E-07,1.55E-06,2.58E-07,0,0.00277,0,0,0,0,0,0.539888683,0.269287834,0.614285714,1
1405,0.268,0.234,0.294,0,1405,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.788497217,0.662462908,0.85,1
1406,0.064,0.0935,0.272,7,1406,Not eroded,0,0,1,0,1,0,1,0,1,0,1,5.52E-08,1.27E-07,9.35E-10,1.39E-07,1.98E-08,0,0.000249,0,0,0,0,0,0.031539889,0.141320475,0.771428571,1
1411,0.0738,0.238,0.228,0,1411,Not eroded,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.067903525,0.677299703,0.614285714,1
1412,0.177,0.223,0.299,5,1412,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.25E-07,5.33E-07,2.59E-06,2.65E-06,5.30E-07,0,0.00474,0,1,0,0,0,0.450834879,0.621661721,0.867857143,1
1416,0.105,0.14,0.312,0,1416,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.183673469,0.31379822,0.914285714,1
1420,0.201,0.248,0.233,5,1420,Not eroded,0,0,1,0,1,0,1,0,0,0,0,-4.18E-07,-2.68E-07,-6.30E-07,8.03E-07,1.61E-07,0,0.00144,0,1,0,0,0,0.539888683,0.714391691,0.632142857,1
1422,0.156,0.202,0.284,5,1422,Not eroded,0,0,1,0,1,0,1,0,1,0,1,4.14E-07,2.44E-06,-4.83E-07,2.52E-06,5.05E-07,0,0.00451,0,1,0,0,0,0.372912801,0.543768546,0.814285714,1
1426,0.056,0.153,0.254,2,1426,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-2.07E-07,7.56E-08,-2.10E-07,3.05E-07,1.52E-07,1,0.000546,1,1,1,0,0,0.001855288,0.362017804,0.707142857,1
1429,0.295,0.287,0.278,0,1429,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.888682746,0.859050445,0.792857143,1
1431,0.129,0.233,0.279,4,1431,Not eroded,0,0,1,0,1,0,1,0,1,0,1,7.71E-07,1.65E-07,4.82E-07,9.24E-07,2.31E-07,0,0.00165,1,1,0,0,0,0.272727273,0.658753709,0.796428571,1
1437,0.0975,0.209,0.33,0,1437,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.155844156,0.569732938,0.978571429,1
1438,0.169,0.0817,0.228,5,1438,Not eroded,0,0,1,0,1,0,0,0,0,0,0,1.75E-07,1.84E-07,-8.25E-08,2.67E-07,5.33E-08,0,0.000478,0,1,0,0,0,0.421150278,0.097551929,0.614285714,1
1439,0.19,0.307,0.274,4,1439,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.91E-07,1.34E-07,6.08E-07,6.52E-07,1.63E-07,0,0.00117,1,1,0,0,0,0.499072356,0.933234421,0.778571429,1
1440,0.0888,0.242,0.29,0,1440,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.123562152,0.692136499,0.835714286,1
1446,0.146,0.307,0.305,0,1446,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.33580705,0.933234421,0.889285714,1
1454,0.324,0.201,0.271,0,1454,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.996289425,0.540059347,0.767857143,1
1460,0.324,0.192,0.285,0,1460,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.996289425,0.506676558,0.817857143,1
1462,0.196,0.258,0.283,0,1462,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.521335807,0.75148368,0.810714286,1
1464,0.232,0.238,0.267,5,1464,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-1.81E-06,5.43E-06,4.85E-06,7.50E-06,1.50E-06,0,0.0134,0,1,0,0,0,0.654916512,0.677299703,0.753571429,1
1467,0.154,0.171,0.281,3,1467,Not eroded,0,0,1,0,1,0,1,0,1,0,1,6.42E-08,1.35E-07,-9.88E-07,9.99E-07,3.33E-07,1,0.00179,1,1,0,0,0,0.365491651,0.428783383,0.803571429,1
1471,0.14,0.29,0.256,3,1471,Not eroded,0,0,1,0,1,0,1,0,1,0,1,2.69E-07,-1.97E-08,1.15E-07,2.93E-07,9.78E-08,1,0.000524,1,1,0,0,0,0.313543599,0.870178042,0.714285714,1
1480,0.0579,0.191,0.279,3,1480,Not eroded,0,0,1,0,1,0,1,0,1,0,1,5.29E-07,-1.83E-07,3.42E-07,6.56E-07,2.19E-07,1,0.00117,1,1,0,0,0,0.00890538,0.502967359,0.796428571,1
1484,0.324,0.225,0.232,3,1484,Not eroded,0,0,1,0,1,0,1,0,0,0,0,1.34E-06,2.10E-06,2.35E-05,2.36E-05,7.88E-06,1,0.0422,1,1,0,0,0,0.996289425,0.629080119,0.628571429,1
1486,0.0947,0.308,0.284,0,1486,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.145454545,0.93694362,0.814285714,1
1488,0.229,0.236,0.287,6,1488,Not eroded,0,0,1,0,1,0,1,0,1,0,1,1.85E-05,-8.70E-06,1.49E-06,2.05E-05,3.41E-06,0,0.0367,0,0,0,0,0,0.643784787,0.669881306,0.825,1
1489,0.142,0.226,0.287,0,1489,Not eroded,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0.32096475,0.632789318,0.825,1
1490,0.141,0.324,0.319,0,1490,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.317254174,0.996290801,0.939285714,1
1499,0.268,0.0867,0.29,0,1499,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.788497217,0.116097923,0.835714286,1
1501,0.222,0.128,0.232,4,1501,Not eroded,0,0,1,0,1,0,1,0,0,0,0,4.68E-07,1.33E-06,8.43E-07,1.64E-06,4.10E-07,0,0.00293,1,1,0,0,0,0.617810761,0.269287834,0.628571429,1
1505,0.126,0.107,0.312,0,1505,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.261595547,0.191394659,0.914285714,1
1509,0.056,0.172,0.277,3,1509,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-1.55E-08,1.83E-07,4.60E-07,4.95E-07,1.65E-07,1,0.000885,1,1,0,0,0,0.001855288,0.432492582,0.789285714,1
1513,0.262,0.0747,0.269,0,1513,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.766233766,0.071587537,0.760714286,1
1515,0.105,0.291,0.328,0,1515,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.183673469,0.87388724,0.971428571,1
1517,0.197,0.071,0.229,0,1517,Not eroded,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0.525046382,0.057863501,0.617857143,1
1520,0.073,0.0781,0.264,9,1520,Not eroded,0,0,1,0,1,0,1,0,1,0,1,-4.52E-08,1.05E-07,7.06E-08,1.34E-07,1.49E-08,0,0.00024,0,0,0,0,0,0.064935065,0.084198813,0.742857143,1
1522,0.0999,0.167,0.269,0,1522,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.164749536,0.413946588,0.760714286,1
1524,0.0796,0.121,0.326,0,1524,ERODED,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.089424861,0.243323442,0.964285714,1
1526,0.325,0.325,0.302,3,1526,Not eroded,0,0,1,0,1,0,1,0,1,0,1,4.75E-07,-2.72E-07,2.99E-07,6.24E-07,2.08E-07,1,0.00112,1,1,0,0,0,1,1,0.878571429,1
1527,0.214,0.25,0.306,5,1527,Not eroded,0,0,1,0,1,0,1,0,1,0,1,3.08E-06,1.96E-06,5.20E-06,6.35E-06,1.27E-06,0,0.0114,0,1,0,0,0,0.58812616,0.721810089,0.892857143,1
1529,0.0725,0.101,0.238,4,1529,Not eroded,0,0,1,0,1,0,1,0,0,0,0,1.93E-07,1.02E-07,3.32E-07,3.97E-07,9.93E-08,0,0.00071,1,1,0,0,0,0.063079777,0.169139466,0.65,1
